Event Name,Description,Start,End,Location,City,Relevance,Event URL,organizer_link-href,full_description,Source CSV
Plastic Free Popup: Recycling 101 @ South Berkeley FM,"Join us at the South Berkeley Farmers' Market for a recycling extravaganza! Leo Mendoza, the Recycling Education Coordinator from the Ecology Center, will be there to answer your questions and provide information on basic recycling sorting. Don't let your good intentions go to waste! Swing by and learn how to confidently separate your plastics, paper, cans, and cartons.","July 18, 2023, 2:00 PM","July 18, 2023, 6:30 PM","South Berkeley Farmers' Market, 63rd Street Berkeley, CA 94703",Berkeley,TRUE,https://www.eventbrite.com/e/plastic-free-popup-recycling-101-south-berkeley-fm-tickets-652093488177,https://www.eventbrite.com/o/ecology-center-15936141548,"Join us at the South Berkeley Farmers' Market for a recycling extravaganza! Leo Mendoza, the Recycling Education Coordinator from the Ecology Center, will be there to answer your questions and provide information on basic recycling sorting. Don't let your good intentions go to waste! Swing by and learn how to confidently separate your plastics, paper, cans, and cartons.",/Users/raiidahmed/PycharmProjects/Event-Extractor-With-GUI/CSV URL Data/sf/climate_tech_eventbrite_sustainability_SF.csv
Plant-based Dinner Meet Up at Sumo Japanese Restaurant,Curious about the plant-based restaurant scene in the Bay Area? Join us for dinner!,"July 27, 2023, 6:00 PM","July 27, 2023, 7:00 PM","355 State St Los Altos, CA 94022",Los Altos,TRUE,https://www.eventbrite.com/e/plant-based-dinner-meet-up-at-sumo-japanese-restaurant-tickets-651202392887,https://www.eventbrite.com/o/acterra-healthy-plate-healthy-planet-30905276101,"Welcome to our 2nd plant-based meetup for the year! We organize lunch and dinner get togethers to experience the diverse food scenes in the Bay Area. This time we'll be trying Sumo Japanese Restaurant’s broad plant friendly menu featuring all sorts of tasty goodies such as their veggie green dragon, agedashi tofu, vegetable udon, and a roll with tofu teriyaki, tempura yam, and avocado. Anyone is welcome to come along, just make sure you register!Meals will not be covered, every guest is expected to pay their own bill. This meetup is in partnership between Acterra and GreenTown Los Altos",/Users/raiidahmed/PycharmProjects/Event-Extractor-With-GUI/CSV URL Data/sf/climate_tech_eventbrite_sustainability_SF.csv
Art & Garden Festival 2023,"Enjoy Sonoma County brews and wine, festive and local food delights, dance to live music and browse more than 140 art booths","July 9, 2023, 11:00 AM","July 9, 2023, 5:00 PM","Historic Downtown Petaluma 4th and B Street Petaluma, CA 94952",Petaluma,TRUE,https://www.eventbrite.com/e/art-garden-festival-2023-tickets-636828179227,https://www.eventbrite.com/o/petaluma-downtown-association-7453931819,"Everything that you love about Petaluma can be found at the Art & Garden Festival in historic downtown Petaluma. Enjoy Sonoma County brews, wine and spirits; savor festive food from local restaurants and vendors; dance to live music; and browse more than 140 booths offering creative home and garden décor, jewelry, art, and sustainability ideas. And best of all, there is no admission charge to enjoy the block party vibe.  Attendees wishing to participate in the beverage sampling will need to purchase tasting tickets.  While strolling Kentucky Street at the festival, look for ticket booths to pick up a map, purchase beverage sampling tickets and get your souvenir Art & Garden wine or beer glass. Then plan your afternoon of sipping and shopping!The Art & Garden Festival is truly home-grown, formed in 2002 as a result of the efforts of a few downtown merchants with the help and support of the Petaluma Downtown Association.  It became a way to raise funds for the downtown and an opportunity to showcase the work of local artists and sample local spirits, wines and craft beers.The event is FREE to attend.  But if you wish to participate in the fantastic sampling program there is a fee.   You can sample from over 20 wines, beer, cider, and spirits!$25 = glass + 6 sampling tickets ($30 day of)1 ticket = sample2 tickets = full glassNo refunds for unused tickets.  Food not included in sampling program.",/Users/raiidahmed/PycharmProjects/Event-Extractor-With-GUI/CSV URL Data/sf/climate_tech_eventbrite_sustainability_SF.csv
Pop-Up Guest Chef Dinner with Nelson German,Enjoy a multi-course dinner at Farming Hope's Refettorio San Francisco while supporting culinary job training and food justice work.,"September 7, 2023, 7:00 pm","September 7, 2023, 9:00 pm","690 Van Ness Ave, San Francisco, CA 94102",San Francisco,TRUE,https://www.eventbrite.com/e/pop-up-guest-chef-dinner-with-nelson-german-tickets-660797110947,https://www.eventbrite.com/o/farming-hope-56379502123,"Pop-Up Guest Chef Dinner Chef Nelson German Date: Thursday, September 7th, 2023Time: 7:00 pm - 9:00 pmLocation: Farming Hope's RefettorioAddress: 690 Van Ness AveGet ready for an unforgettable culinary experience as we present our Pop-Up Guest Chef Dinner at Farming Hope's Refettorio San Francisco. Join us as we welcome the esteemed Chef Nelson German to showcase his passion for African and Caribbean diasporas through the vibrant flavors of his award-winning restaurants, alaMar Kitchen & Bar and Sobre Mesa, in Oakland, California.Chef Nelson has garnered national recognition for his cuisine and has been featured as a contestant on Bravo's Top Chef Season 18 in Portland. Drawing inspiration from his Afro-Dominican roots, Chef Nelson crafts exquisite menus that celebrate his rich cultural heritage. Each dish tells a story, invoking a sense of nostalgia and a connection to his upbringing.About Farming HopeFarming Hope is devoted to addressing food justice through a comprehensive, community-driven model. We provide paid transitional job training to individuals overcoming obstacles to obstacles, offer nutritious culturally relevant meals free of charge to food-insecure families, and rescue food that would otherwise go to waste.The Guest Chef Series at Farming Hope's Refettorio San Francisco highlights local chefs who embody our shared values of inclusivity in the workplace, food access, and sustainability. Through this event, our apprentices have the incredible opportunity to work alongside esteemed guest chefs, learning and growing under their guidance. By purchasing a ticket to this dinner, you directly contribute to the dreams of our apprentices' economic empowerment.For group tables, event sponsorships, or any questions you may have, please email us at giving@farminghope.org. Don't miss your chance to immerse yourself in the culinary artistry of Chef Nelson German. Join us at Farming Hope's Refettorio for an evening of extraordinary cuisine, celebration, and community.The ticket price includes a $50 tax-deductible donation to Farming Hope, a 501c3 nonprofit organization, EIN: 83-2393341.",/Users/raiidahmed/PycharmProjects/Event-Extractor-With-GUI/CSV URL Data/sf/climate_tech_eventbrite_sustainability_SF.csv
Pancake Breakfast Fundraiser & Native Plant Sale,San Bruno Mountain Watch presents our annual Pancake Breakfast Fundraiser & Native Plant Sale,"September 10, 2023, 9:00 AM","September 10, 2023, 12:00 PM","Mission Blue Nursery, 3435 Bayshore Boulevard Brisbane, CA 94005",Brisbane,TRUE,https://www.eventbrite.com/e/pancake-breakfast-fundraiser-native-plant-sale-tickets-667117274727,https://www.eventbrite.com/o/san-bruno-mountain-watch-17357523055,"San Bruno Mountain Watch presents our annual Pancake Breakfast Fundraiser & Native Plant Sale on Sunday, September 10th from 9am - 12pm. Please join us for a morning of food, friends, and fun in support of our nursery, education, and ecological restoration programs! We will be serving up our delicious pancakes, sausages, fruit, coffee, and our locally-harvested blackberry syrup.The Pancake Breakfast Fundraiser will be held outdoors at our lovely Mission Blue Nursery in Brisbane at the base of San Bruno Mountain. The Mission Blue Nursery will be open and selling native mountain plants at the event from 9am to 2pm. Consider purchasing a Shooting Star Ticket and give a boost to our most important fundraiser of the year! This ticket includes a Mountain Watch mason jar, a San Bruno Mountain butterfly poster, a custom set of butterfly stickers, and a 10% annual discount card to the Mission Blue Nursery. You can also give an additional donation at the event or online.Tickets$20 Adult & Teen Ticket$15 Kid Ticket (15 and under)$75 Shooting Star TicketDirectionsMission Blue Nursery3435 Bayshore Blvd Brisbane, CA 94005www.mountainwatch.org/directionsAbout UsSan Bruno Mountain is one of the largest public open spaces in urban America. Our programs provide opportunities for people to explore and restore the mountain's unique ecosystems.Please visit our website, Instagram, and Facebook page!",/Users/raiidahmed/PycharmProjects/Event-Extractor-With-GUI/CSV URL Data/sf/climate_tech_eventbrite_sustainability_SF.csv
Resonance of the Playa: A Sound Bath Fundraiser for Ideate,"Join us on Thursday, July 13th, 2023, for a transcendent evening bathed in the sonic textures and therapeutic frequencies of a sound bath experience alongside your fellow burners and friends.","July 13, 2023, 7:00 PM","July 13, 2023, 9:30 PM","Heartlab, 3095 21st Street San Francisco, CA 94110",San Francisco,TRUE,https://www.eventbrite.com/e/resonance-of-the-playa-a-sound-bath-fundraiser-for-ideate-tickets-670063848007,https://www.eventbrite.com/o/ideate-49743200933,"Join us on Thursday, July  13th, 2023, for a transcendent evening bathed in the sonic textures and therapeutic frequencies of a sound bath experience alongside your fellow burners and friends. At the heart of the soundscape journey, our talented sound healer (Rev Jessica Sharp), a member of the Ideate community renowned for their distinctive blend of instruments, will guide you into a deep state of meditation and relaxation. Their harmonious symphony will aid in releasing blocked energy, healing emotional wounds, and promoting profound feelings of peace and well-being.During the Sound Bath journey, participants will be lying down (eyes closed) and guided through a multi-dimensional meditation experience, transmitted through sound and vibrational energy, designed to lift our spirits and connect with higher states of awareness and peace. At the end of the sound bath, we encourage participants to share their reflections from the journey and socialize if they choose.The doors open at 7:00 PM with a welcoming ceremony, followed by a brief introduction. After the sound bath experience, stick around for a gathering, where you'll get a chance to engage with the Burning Man community, exchange thoughts, share experiences, and learn more about how your donations will help bring this year's Ideate camp to life!All proceeds from the fundraiser will directly contribute to funding the construction, logistics, art grants, and environmental sustainability efforts for Ideate Burning Man 2023. Help us carry the spirit of Radical Self-expression and Communal Effort by being a part of this evening.What to bring Please bring a yoga mat and anything else to help you feel comfortable lying on the floor (a small pillow, eye mask, and blanket are recommended). We recommend clothes you feel comfortable lying down on the floor in.Agenda:7:00 PM - 7:30 PM: Check-in and welcome[7:30 PM - Doors close - no late entry]7:30 PM - 8:30 PM: Sound Journey8:30 PM - 9:30 PM: Integration and SocializingJoin us for ""Resonance of the Playa"" and immerse yourself in a night filled with healing sounds, community connection, and the shared purpose of keeping the spirit of Burning Man alive and thriving. Your presence will resonate far beyond the evening, reaching all the way to the heart of Black Rock City.Tickets are available online and at the door. Get your tickets today!About the Sound Facilitator, Reverend Jessica Sharp:Rev Sharp is a graduate of the Globe Institute Sound Healing School and Psychic Horizons. She is a minister of the Church of Natural Grace and has been performing cannabis sound baths since 2018. Rev Sharp enjoys mixing toning, chanting, prayers, and pop songs in her Sound Baths.Instagram: @jessimica_lee",/Users/raiidahmed/PycharmProjects/Event-Extractor-With-GUI/CSV URL Data/sf/climate_tech_eventbrite_sustainability_SF.csv
San Mateo County Contractor Information Session,Join us on July 19 at 8:30am for a BayREN Home+ Contractor Information Session. Learn about key incentives in the Bay Area for 2023/24!,"July 19, 2023, 8:30 AM","July 19, 2023, 10:00 AM","Half Moon Bay Library, 620 Correas Street Half Moon Bay, CA 94019",Half Moon Bay,TRUE,https://www.eventbrite.com/e/san-mateo-county-contractor-information-session-tickets-661430826407,https://www.eventbrite.com/o/county-of-san-mateo-office-of-sustainability-8607202597,"The County of San Mateo in partnership with The City of Half Moon Bay will be hosting a  BayREN Home+ Contractor Information Session on July 19 at 8:30am. Learn about key incentives in the Bay Area for 2023 and how being a BayREN Home+ contractor can help provide you access!Here are some of the programs that will be discussed during the webinar:Federal Tax Credits and Incentives through Inflation Reduction ActRelaunch of TECH Clean CaliforniaBayREN RebatesLocal Electricity Provider Program UpdatesUpcoming Training Opportunities for ContractorsTo learn more, please attend our free in-person workshop on Wednesday, July 19 at 8:30am. Doors open at 8:00 am. Breakfast will be served. See the agenda below.8:00-8:30am registration and breakfast8:30-9:30am presentations and Q&A9:30-10:00am networkingFor more information, email support@bayren.org or visit www.BayREN.org.",/Users/raiidahmed/PycharmProjects/Event-Extractor-With-GUI/CSV URL Data/sf/climate_tech_eventbrite_sustainability_SF.csv
How to Turn Your Journal Into a Self-Empowerment Tool - Berkeley,Transform your disconnection into empowered confidence with a 3-minute journaling technique.,"July 16, 2023, 9:00 AM","July 16, 2023, 10:00 AM","Virtual via Zoom Berkeley, CA 94701",Berkeley,FALSE,https://www.eventbrite.com/e/how-to-turn-your-journal-into-a-self-empowerment-tool-berkeley-tickets-523121148437,https://www.eventbrite.com/o/honorary-kin-58839129833,"This workshop will be held live on Zoom.In just one hour, you’ll learn a simple journaling technique that will reconnect you to yourself and others. All that's required is an open mind and a willingness to be compassionate and supportive. Plan for 60 minutes on Sunday, from 12:00-1:00 PM EASTERN.This workshop is for you if: You're naturally everyone else's biggest cheerleader, and you're ready to prioritize being your own.  You need to remember how to make time for yourself. And you've grown accustomed to being on auto-pilot as you tend to the needs of everyone around you.  You're looking for a process that will guide you into a sustainable journaling practice that celebrates you. You're looking for a supportive community that will celebrate your wins alongside you and motivates you to keep going. If you’re tired of feeling disconnected, then this completely FREE workshop is for you. I’ve designed it to help people like you celebrate themselves, connect with like-minded people, and (finally!) start their journaling journey. Because let's face it. You've exceeded goals and met deadlines set by other people, all while sensing that something's missing. This sense is your desire knocking on the door. The desire to redefine what success means, to celebrate and capture your journey as it unfolds, and to do it alongside supportive, like-minded individuals. ANYONE CAN WRITE SOMETHING DOWN ON PAPER, BUT BUILDING A SUSTAINABLE JOURNALING PRACTICE THAT'S FUN REQUIRES CONSISTENCY. Are you ready to explore what journaling that celebrates yourself could look and feel like for you? Sign up today, check your email for details, and arrive ready to go all in! I can't wait to connect with you. ~ Claire",/Users/raiidahmed/PycharmProjects/Event-Extractor-With-GUI/CSV URL Data/sf/climate_tech_eventbrite_sustainability_SF.csv
Aug 2,Architecture enthusiast and journalist Dave Weinstein will take us on a photo tour of some of the distinctive homes in Berkeley and beyond.,"August 2, 2023, 7:00 PM","August 2, 2023, 8:30 PM","2315 Durant Ave Berkeley, CA 94704",Berkeley,TRUE,https://www.eventbrite.com/e/mid-century-modernism-in-berkeley-featuring-journalist-dave-weinstein-tickets-664289637187,https://www.eventbrite.com/o/berkeley-city-club-6874930987,"What is the signature architecture of the Berkeley Hills? Chances are good that brown-shingled Arts and Crafts homes quickly come to mind. But modern houses built from the 1940s through the 1970s — and, indeed, still today — make a sizable contribution to some of the most beautiful and, arguably, most mysterious neighborhoods anywhere.
On Wednesday, August 2, at 7 p.m., architecture enthusiast and journalist Dave Weinstein will take us on a photo tour of some of these distinctive homes in Berkeley and beyond, discuss why modernism came late to the Bay Area, and explain why — and with whom — it proved so popular. We’ll also learn how this style, which looks so different from Arts and Crafts buildings, actually is deeply indebted to the Craftsman ethos.
Tickets for this program are $5 for club members and $10 for non-members. Please register early so we can be sure to accommodate everyone comfortably and safely. Masks are strongly encouraged.
For years, Dave has written about Bay Area architecture for the San Francisco Chronicle. His popular books include Signature Architects of the Bay Area, Berkeley Rocks, and It Came from Berkeley: How Berkeley Changed the World. For the past twenty years, his well-researched articles have appeared in CA-Modern magazine, which focuses on the mid-century modern tract homes that the famed developer Joseph Eichler built in the Bay Area, as well as on other topics related to modern design.
Dave also has worked to publicize and preserve the historic and natural landscapes of El Cerrito, where he lives. He is president of the El Cerrito Historical Society and El Cerrito Trail Trekkers. He was instrumental in saving and restoring the Cerrito Theater (now the Rialto Cinemas Cerrito) and in protecting the Madera Open Space by having it added to the city’s Hillside Natural Area.
Dave grew up on Long Island and studied art history at Columbia University and journalism at UC-Berkeley.",/Users/raiidahmed/PycharmProjects/Event-Extractor-With-GUI/CSV URL Data/sf/climate_tech_eventbrite_sustainability_SF.csv
ASBN 2023 Conference- EARLY BIRD Registration,"An in-person convening for business leaders, impact investors, policy makers, and more (previously known as Social Venture Network/Circle)","November 29, 2023, 12:00 AM","December 1, 2023, 12:00 PM","DoubleTree by Hilton Hotel Berkeley Marina, 200 Marina Blvd Berkeley, CA 94710",Berkeley,TRUE,https://www.eventbrite.com/e/asbn-2023-conference-early-bird-registration-tickets-632829027657,https://www.eventbrite.com/o/american-sustainable-business-network-52333507033,"ASBN 2023 ConferenceAn in-person convening for business leaders, impact investors, policy makers, and moreNovember 29 – December 1, 2023 | Berkeley, CAE﻿ARLY BIRD TICKET REGISTRATION ENDS JULY 1ASBN 2023 is a convening that exists to inform, connect, and mobilize business leaders and investors to transform the public and private sectors toward a sustainable economy that is stakeholder-driven, regenerative, just, and prosperous. ASBN has the uniquely potent ability to build the large-scale movement of profound economic and public policy change the world so desperately needs.The conference will offer daily engaging main stage sessions, action-oriented breakout workshops, deep dives, local Berkeley excursions, film screenings, live music, and lots of time to connect and build relationships with your fellow attendees.ASBN believes that a deep institutional understanding of the need for and the use of justice, equity, diversity, and inclusion must be at the foundation for how we conduct ourselves, our businesses, and our investments, as we cultivate and grow our community and programs. With clear intent and earnest effort, we will engage and grow our community, and seek leaders in the field to ensure that our impact matches our vision. Together, we must act now to build a regenerative, just, and prosperous economy and we invite you to convene with us this winter.The ASBN Conference is our signature event, continuing the strong legacy of the Social Venture Network (SVN) conference. 
M﻿ore information to come on www.asbnetwork.orgCancellation PolicyASBN is happy to fully refund your event reservation, minus a 10% administrative fee, through September 1, 2023. Between September 2 and October 1, we are happy to offer a 50% refund after deducting the 10% administrative fee. In the final two months before the event, beginning October 2 we are not able to offer any refunds. If you need to cancel your registration, please contact thulasi@asbnetwork.org. Should the event not be able to take place due to local and federal health and safety guidelines, we will provide full refunds regardless of the date of cancellation.",/Users/raiidahmed/PycharmProjects/Event-Extractor-With-GUI/CSV URL Data/sf/climate_tech_eventbrite_sustainability_SF.csv
Pop-Up Guest Chef Dinner with Stuart Brioza of Atomic Workshop Productions,Enjoy a multi-course dinner at Farming Hope's Refettorio San Francisco while supporting culinary job training and food justice work.,"August 23, 2023, 7:00 PM","August 23, 2023, 9:00 PM","690 Van Ness Ave San Francisco, CA 94102",San Francisco,TRUE,https://www.eventbrite.com/e/pop-up-guest-chef-dinner-with-stuart-brioza-of-atomic-workshop-productions-tickets-653107721777,https://www.eventbrite.com/o/farming-hope-56379502123,"Pop-Up Guest Chef Dinner with Stuart Brioza of State Bird Provisions, The Progress, & The Anchovy BarDate: Wednesday, August 23rd, 2023Time: 7:00 pm - 9:00 pmLocation: Farming Hope's RefettorioAddress: 690 Van Ness AveIndulge in an extraordinary culinary experience at Farming Hope's Refettorio as we present a captivating Pop-Up Guest Chef Dinner with the renowned Chef Stuart Brioza. We are honored to host Chef Stuart, a James Beard Award-winning & Michelin-Starred Chef and Restaurant Owner, known for his seasonal, globally-inspired, and decidedly local cuisine. Join us for an evening filled with tantalizing food, refreshing drinks, and community.About Farming Hope:Farming Hope is devoted to addressing food justice through a comprehensive, community-driven model. We provide paid transitional job training to individuals overcoming employment obstacles, offer nutritious culturally relevant meals free of charge to food-insecure families, and rescue food that would otherwise go to waste.Our Guest Chef Series of pop-up dinners shines a spotlight on local chefs who align with our values of inclusivity in the workplace, food accessibility, and sustainability. Our apprentices gain invaluable experience and opportunities to grow by cooking alongside our guest chefs. When you purchase a ticket to this event, you directly support their economic empowerment dreams.For inquiries regarding group tables, event sponsorships, or if you have any questions, please don't hesitate to email us at giving@farminghope.org. We are delighted to provide further information and discuss how you can actively participate in this meaningful cause.Don't miss this remarkable evening with Chef Stuart Brioza. Reserve your tickets now and join us for an unforgettable culinary journey celebrating good food, jobs, and a brighter future.The ticket price includes a $150 tax-deductible donation to Farming Hope, a 501c3 nonprofit organization, EIN: 83-2393341.",/Users/raiidahmed/PycharmProjects/Event-Extractor-With-GUI/CSV URL Data/sf/climate_tech_eventbrite_sustainability_SF.csv
40-Hour HAZWOPER Training in Oakland CA,"Compliance Solutions, the nation's largest provider of OSHA HAZWOPER Training, is pleased to offer open enrollment for 40-Hour OSHA HAZWOPER Site Worker training in 50+ U.S. cities-Nine different cities every week! Our instructor-led seminars meet or exceed OSHA’s suggested training curricula and meet OSHA’s mandated training requirements under 29 CFR 1910.120(e and q) including hands-on training! Compliance Solutions is the largest private provider of HAZWOPER and DOT Hazmat Training nationally and has earned the trust of the industry by providing quality training since 1995","July 11, 8:00 AM","July 14, 6:00 PM","1755 Embarcadero Oakland, CA 94606",Oakland CA,TRUE,https://www.eventbrite.com/e/40-hour-hazwoper-training-in-oakland-ca-tickets-559957065657,https://www.eventbrite.com/o/compliance-solutions-occupational-trainers-inc-61045768933,"Compliance Solutions, the nation's largest provider of OSHA HAZWOPER Training, is pleased to offer open enrollment for 40-Hour OSHA HAZWOPER Site Worker training in 50+ U.S. cities-Nine different cities every week!Our instructor-led seminars meet or exceed OSHA’s suggested training curricula and meet OSHA’s mandated training requirements under 29 CFR 1910.120(e and q) including hands-on training!Compliance Solutions is the largest private provider of HAZWOPER and DOT Hazmat Training nationally and has earned the trust of the industry by providing quality training since 1995Who needs 40 Hour HAZWOPER Training?40-Hour HAZWOPER training is mandated for employees who have responsibilities to remediate (clean up) hazardous materials at controlled and uncontrolled sites with hazards or work activities that present an Immediate Danger to Life or Health (IDLH). This includes clean-up operations, emergency response operations, storage, disposal, or treatment of hazardous materials and hazardous waste sites. 40-Hour HAZWOPER training is also required prior to OSHA Site-Supervisor training.What is 40 Hour HAZWOPER Training?The 40-Hour HAZWOPER course provides structured classroom training mandated by 29 CFR1910.120 (e and q) including student exercises and a hands-on dress-out to acclimate workers with required Personal Protective Equipment (PPE). Workers attending this instructor-led course will cover 18 different OSHA-suggested topics including health and safety procedures, PPE used during work operations at hazardous material sites, medical monitoring, and many others.Instructors emphasize a practical approach to worksite health and safety, as such, attendees learn to recognize site hazards and take appropriate steps to prevent illness or injuries while on the job site.Register Early! Pre-registration for all classes is required (no walk-in’s) and classes do fill up quickly.Registration Note: This event does NOT issue paper tickets. After registration, you will receive an email confirmation from Compliance Solutions that includes the date, time, and location of the class. Prior to registering read a copy of our cancellation and refund policy. Once registered, you acknowledge you have read and agree to be bound by this policy.Group DiscountsOffered for registrations of the same course type, date, and city. To receive a group discount all students MUST register at the same time:5 to 9 students= 10% 10 or more = 15%For Multiple purchase discounts or onsite Group pricing, call 800-711-2706 Ext 1",/Users/raiidahmed/PycharmProjects/Event-Extractor-With-GUI/CSV URL Data/sf/climate_tech_eventbrite_sustainability_SF.csv
24-Hour HAZWOPER Training Training in Oakland CA,"Fulfills initial training requirements Occasional Site Workers under 29 CFR 1910.120(e)(q), California classes meet 8CCR 5192(e)","July 11, 8am","July 13, 6pm","1755 Embarcadero Oakland, CA 94606",Oakland,TRUE,https://www.eventbrite.com/e/24-hour-hazwoper-training-training-in-oakland-ca-tickets-559953876117,https://www.eventbrite.com/o/compliance-solutions-occupational-trainers-inc-61045768933,"Since 1995, Compliance Solutions has become the nation's largest private provider of OSHA HAZWOPER Training classes. Our classes are available in 50+ U.S. cities- nine different cities each week!These highly interactive Instructor-Led training courses meet or exceed OSHA training requirements under 29 CFR 1910.120(e) - HAZWOPER (40, 24, 16 & 8 Hour)Who needs 24 Hour HAZWOPER Training?The 24-Hour HAZWOPER course is designed for workers who are NOT required to deal directly with cleanup (this would generally be described as not working in conditions that require a protection level of “C or above) such as drillers, surveyors, contractors, administrative personnel, drivers, etc. These job titles must be fully trained pursuant to the HAZWOPER standard (29 CFR 1910.120(e)). Workers attending this course cover health and safety procedures during work operations at hazardous material sites.What is 24-Hour HAZWOPER Training?OSHA requires 24 hours of safety training under OSHA 29 CFR1910.120(e) for individuals who work on controlled or uncontrolled hazardous sites. Course ObjectivesThe two main objectives of HAZWOPER training are:•	Control or eliminate the potential hazards and/or losses, and•	Protect the health and safety of workers, the public, and the environment.PER OSHA’s Hazardous Waste Operations and Emergency Response (HAZWOPER) Standard (29 CFR 1910.120), the purpose of this seminar is to ensure awareness and promote safety among employees who may be exposed to hazardous waste and chemical hazards on work-sites. The objective is to ensure that employees operate in the safest possible manner in situations where contact with potentially hazardous materials is likely.At the conclusion of the 24-Hour HAZWOPER course, students will:•	Understand how hazardous materials are handled, identified, and what the human responses to exposure are•	Learn the importance of the Health and Safety Plan (HSP)•	Incorporate the knowledge of what to do in case of site emergencies•	Use appropriate safety methods and work practice controls•	Recognize signs and labels that are used to alert personnel of danger involving hazardous materialImportant Registration Note: All employees who have regular duties related to handling or cleaning up hazardous materials or waste in any of these functions should take the 40-hour HAZWOPER course. The 24-hour course is designed for “Occasional Site Workers” meaning those individuals whose job functions do not include the handling of waste or hazardous materials as an integral part of their job.Act now and buy your ticket today. Classes fill up quickly. Multiple registration discounts (same course, same class) are available. Please call 800-711-2706 for information!Note: This event does NOT issue paper tickets. After registration, you will receive an email confirmation from Compliance Solutions that includes the date, time, and location of the class. Prior to registering read a copy of our cancellation and refund policy. Once registered, you acknowledge you have read and agree to this policy and provisions.Group DiscountsOffered for registrations of the same course type, date, and city. To receive a group discount all students MUST register at the same time:5 to 9 students= 10% 10 or more = 15%",/Users/raiidahmed/PycharmProjects/Event-Extractor-With-GUI/CSV URL Data/sf/climate_tech_eventbrite_sustainability_SF.csv
Treetopia 2023 Presented by A Plus and TreeStuff,A mixture of training and fun - Treetopia is a mixture of world-class training and unique games and competitions!,"August 4, 2023, 9:00 AM","August 6, 2023, 12:00 PM","Alden Park, Mare Island, California, 8th Street Vallejo, CA 94592",Vallejo,TRUE,https://www.eventbrite.com/e/treetopia-2023-presented-by-a-plus-and-treestuff-tickets-463870427937,https://www.eventbrite.com/o/treestuffcom-29933658053,"Earn CEUs in invaluable classes like:Certified arborist crash courseThe business of PHC: Bidding, Staffing, and MorePractical Rigging ApplicationsChipper Safety & Maintenance CertificationsSkid Steer Safety & Maintenance CertificationsMuch More!Plus games and food, and a massive Saturday after party that you won't want to miss!B﻿ringing more than 10 people with you? Email Media@TreeStuff.com to see if you qualify for a discount code!T﻿reetopia needs volunteers!W﻿e need help before, during, and after Treetopia and we're offering ticket refunds or $100 gift codes for volunteers. Sign up for volunteer opportunities here.",/Users/raiidahmed/PycharmProjects/Event-Extractor-With-GUI/CSV URL Data/sf/climate_tech_eventbrite_sustainability_SF.csv
8-Hour HAZWOPER Refresher Training in Oakland CA,"Fulfills the ANNUAL training requirement for HAZWOPER under 29 CFR 1910.120(e)(q), California classes meet 8CCR 5192(e)","July 14, 2023, 8:00 AM","July 14, 2023, 6:00 PM","1755 Embarcadero Oakland, CA 94606",Oakland,TRUE,https://www.eventbrite.com/e/8-hour-hazwoper-refresher-training-in-oakland-ca-tickets-559961559097,https://www.eventbrite.com/o/compliance-solutions-occupational-trainers-inc-61045768933,"Compliance Solutions, the nation's largest provider of OSHA, DOT, EPA, and RCRA Training is pleased to offer open enrollment for our 8-Hour OSHA HAZWOPER Annual Refresher training. Classes are delivered in 50+ U.S cities -Nine different cities every week!Our instructor-led seminars meet or exceed OSHA’s suggested training curricula and meet OSHA’s mandated training requirements under 29 CFR 1910.120(e and q).8 Hour HAZWOPER (HAZWOPER Refresher)The 8-Hour HAZWOPER course meets OSHA’s annual refresher requirements for employees who have completed their initial 24-Hour 40-Hour HAZWOPER certification. Mandated training can be found in 29 CFR1910.120. Students attending the 8-Hour HAZWOPER are updated on changes in related regulations, participate in multiple class safety activities, complete a mock dress-out and receive instruction in health and safety procedures, and personnel protection during work operations at hazardous material sites. Unlike our competitors, our training content and exercises are updated annually so your employees don’t take the same class over and over again every year!Who needs 8 Hour HAZWOPER Training? Students must have completed an initial 24-Hour or 40-Hour HAZWOPER course and have maintained certification through annual refresher training. If certification has not been refreshed under OSHA guidelines, the 24-Hour or 40 Hour HAZWOPER should be re-taken to maintain certification.Upon successful completion of the course, students will:Understand changes in HAZWOPER/related regulations in the past year.Describe the effects of hazardous materials on people and the environmentIdentify safe methods and work practices.Recognize signs and labels used to alert personnel of dangers involving hazardous materials.Recognize and identify site and personnel hazards.Register Early! Pre-registration for all classes is required (no walk-in’s) and classes do fill up quickly.Registration Note: This event does NOT issue paper tickets. After registration, you will receive an email confirmation from Compliance Solutions that includes the date, time, and location of the class. Prior to registering read a copy of our cancellation and refund policy. Once registered, you acknowledge you have read and agree to be bound by this policy.Group DiscountsOffered for registrations of the same course type, date, and city. To receive a group discount all students MUST register at the same time:5 to 9 students= 10% 10 or more = 15%Call 800-711-2706 Ext 1 to register multiple students or inquire about Group training.",/Users/raiidahmed/PycharmProjects/Event-Extractor-With-GUI/CSV URL Data/sf/climate_tech_eventbrite_sustainability_SF.csv
