Event Name,Description,Start,End,Location,City,Event URL,organizer_link-href,full_description,Full_description
The Importance of Diversity and Inclusion,Free speaker series in National Harbor's Spirit Park.,"October 13, 2023, 11:00 AM","October 13, 2023, 1:00 PM","Spirit Park, 115 Waterfront Street Oxon Hill, MD 20745",DC,https://www.eventbrite.com/e/the-importance-of-diversity-and-inclusion-tickets-669001039117,https://www.eventbrite.com/o/national-harbor-29436802239,"National Harbor and the Maryland Veterans Chamber of Commerce are hosting a free speaker series to inspire, educate and network with those serving and who have served our nation in Spirit Park.October 13th, 2023 | The Importance of Diversity and InclusionDiscussing the importance of diversity and inclusion in teh military and civilian worlds and exploring how veterans can promote a culture of inclusion.",
Free Rest and Recovery for Wellness Seminar,The Free Rest and Recovery for Wellness Seminar is a rejuvenating in-person event where you'll learn valuable tips and techniques to relax.,"July 24, 2023, 12:00 PM","July 24, 2023, 1:00 PM","1501 South Clinton Street Suite 100, Baltimore, MD 21224",DC,https://www.eventbrite.com/e/free-rest-and-recovery-for-wellness-seminar-tickets-663181863807,https://www.eventbrite.com/o/carefirst-engagement-center-57586381553,"Join us for the Free Rest and Recovery for Wellness Seminar!Are you feeling exhausted and overwhelmed? Do you need a break from the daily grind? Look no further! Our seminar is here to help you find the rest and recovery you deserve.On Mon Jul 24 2023, starting at 12:00 PM, we invite you to join us at 1501 South Clinton Street Suite 100, Baltimore, MD 21224 for an incredible in-person event.During this seminar, we will provide valuable insights and practical tips on how to incorporate rest and recovery into your busy life. You'll learn various techniques to improve your overall well-being and achieve a healthier work-life balance.Our team of experts will guide you through different relaxation methods, stress management techniques, and self-care practices. You'll also have the opportunity to connect with like-minded individuals who are on the same journey towards wellness.Don't miss out on this amazing opportunity to prioritize your well-being. Reserve your spot now and take the first step towards a more rejuvenated and balanced life!",
Summer Wellness Workshop & Retreat,Celebrate SUMMER (and taste some wines) with Certified Wellness Coach NICOLE SEEVERS ~ part of the Wellness Feast SUMMER WELLNESS BUNDLE,"August 9, 2023, 5:30 - 7:30pm","August 9, 2023, 5:30 - 7:30pm","Total Wine Chantilly, 13055 Lee Jackson Memorial Highway Fairfax, VA 22033",DC,https://www.eventbrite.com/e/summer-wellness-workshop-retreat-tickets-662465611477,https://www.eventbrite.com/o/wellness-feast-nicole-seevers-certified-health-amp-wellness-coach-life-coach-26894451493,"T﻿his event will be an in-person celebration of the Wellness Feast SUMMER WELLNESS BUNDLE: Summer provides the perfect time to commit to fresh, whole seasonal foods, regular exercise, consistent wellness practices, and time with people you love. It's also a time when our schedules are different and kids are home from school, which can throw off our usual habits and routines. The Summer Wellness Bundle is a weekly resource that will give you the support you need to eat well, move your body, care for yourself, connect with others and nourish your spirit this summer. Every week, you'll receive a wellness tracker for keeping track of your goals and habits, plus movement ideas, recipes, ways to stay healthy on the go and at events, stress relief tools and more. We'll also have two group coaching calls by Zoom and an in-person WORKSHOP & RETREAT (including a wine tasting) to celebrate everything we're doing together!",
"Friday, October 13","Celebrate 26 years of Transformational Digital Literacy, Digital Advocacy and Tech Certification with us this fall.","October 13, 2023, 6:00 PM","October 13, 2023, 10:30 PM","HQO Events, 1385 Canal St SE Washington, DC 20003",DC,https://www.eventbrite.com/e/byte-backs-26th-anniversary-celebration-sponsor-levels-tickets-560893025137,https://www.eventbrite.com/o/byte-back-7651821417,"For the past 25 years, Byte Back has worked tirelessly to close the digital divide in under-resourced and historically marginalized communities. To commemorate this historical achievement, we are hosting a Gala on October 13th and we aim to raise $260,000 to help fund our transformative programs.Join us for an evening of live music, heavy hors d'oeuvres, awards, a silent auction, and dancing - as we celebrate countless achievements in digital inclusivity and digital equity.Visit our gala website www.ByteBackGala.com today to nominate deserving awardees. Thank you for your continued support and we look forward to seeing you on October 13th!  Gala Committee 2023",
"Professional Women, Boss Babes & ""SHE""-eo's: Join the Sexy Circle-Washingto","The Sexy Circle is a Workshop for busy, bad-ass women who need help prioritizing their fitness, nutrition & self-care routines.","August 2, 2023, 1:00 PM","August 2, 2023, 3:00 PM","Virtual via Zoom Arlington, DC 20016",DC,https://www.eventbrite.com/e/professional-women-boss-babes-she-eos-join-the-sexy-circle-washingto-tickets-494467013147,https://www.eventbrite.com/o/food-amp-fitness-coach-for-driven-women-30085401876,"After a year of doing what many have called ""the best kept secret,""  It's time to let you in on a TOTAL LIFE CHANGER.This is a  Workshop designed to teach you how to get the body you've been wanting without...Killing yourself with Intense Cardio methods that aren't  Sustainable nor enjoyable.Restricting yourself from foods that make you happy & eating foods that you don't even like. Obsessing about the numbers on the scale & dreading looking at yourself without clothes on.  Losing sleep over looming health issues & procrastinating about  dealing with them. My Name is Ramell.I'm a Former Pro Basketball Player, and a current Certified Fitness and Nutrition Specialist. I have a passion for helping Professional Women because they are so Selfless, always giving themselves to their loved ones & colleagues, & sometimes they need to be reminded just how it feels to show up for themselves. It brings me great satisfaction to help women  reach their potential peak and unlock the person inside of you that is dying to come out and say hi. All It takes CONSISTENCY, SUSTAINABILITY, ACCOUNTABILITY AND RECOVERY. I know that it’s not easy, butI'm here to show you how get it done!The Best Investments you can make for your career and your family is to improve your Health & Happiness. Visit www.HardWorkIsSexy.com for more info",
Free native plant giveaway,Native Terra is hosting a free native plant giveaway. Follow them on Eventbrite to stay informed on future events,"November 4, 2023, 12:00 PM","November 4, 2023, 12:00 PM","Word of Faith Church of Jesus Christ Inc., East Riverdale, MD",DC,https://www.eventbrite.com/e/free-native-plant-giveaway-registration-668849706477,https://www.eventbrite.com/o/bona-terra-67186092413,"Whether your yard is 10 square feet or 1,000 acres, you can do your part to restore the ecosystem by planting native plants.﻿ Stop by our nursery on Saturday 7/8 to pick up free seedlings!We have nearly 30 species available:Achillea millefolium (Yarrow)Amorpha fruticosa (False Indigobush)Asclepias incarnata (Swamp Milkweed)Asclepias syriaca (Common Milkweed)Asclepias tuberosa (Butterfly Milkweed)Asclepias verticillata (Whorled Milkweed)Boltonia asteroides (False Aster)Conoclinium coelestinum (Blue Mistflower)Coreopsis lanceolata (Lance-leaved Coreopsis)Echinacea angustifolia (Narrow-leaf purple Coneflower *Near native)Echinacea pallida (Pale Purple Coneflower *Near native)Echinacea tennesseensis (Tennessee Purple Coneflower *Near native)Eryngium yuccifolium (Rattlesnake Master/Beargrass)Helenium autumnale (Sneezeweed)Hypericum pyramidatum (Tall St. John’s Wort)Lobelia cardinalis (Cardinal Flower)Lobelia siphilitica (Great Blue Lobelia)Monarda punctata (Spotted Beebalm)Oligoneuron rigidum (Stiff Goldenrod)Penstemon digitalis (Foxglove Beardtongue)Rudbeckia laciniata (Cutleaf Coneflower)Rudbeckia triloba (Brown-eyed Susan)Solidago juncea (Early Goldenrod)Solidago rugosa (Wrinkleleaf Goldenrod)Solidago speciosa (Showy Goldenrod)Verbena stricta (Hoary Vervain)Vernonia gigantea (Giant Ironweed)Yucca filamentosa (Adam’s Needle)The only requirement - time and space to plant them and a commitment to maintain them so they can grow into the ecosystem powerhouses that benefit the people, animals, and water quality of our ecoregion. And if you're a beginner don't fret - we have numerous resources to guide you.S﻿eedling division guideS﻿oil prep guideD﻿emonstration videoBackground:Bona Terra is a family run 100% native plant nursery in Friendship, MD with the largest selection of strictly native plants in the Washington, DC area.Earlier this year we realized we could get more plants in the ground if we gave them away for free. We announced the pilot of our Plant Grant, with a goal of distributing 1 million native seedlings to not for profits, schools, churches, and other groups in the DC region. This is entirely supported by sales from our retail nursery, and so far we've approved 80 grantees and given away 28 plants for every plant sold. We are taking applications on a rolling basis - apply here https://bonaterradc.com/plant-grant/ We're also hosting giveaway events so that individuals can also access free plants. We still have hundreds of thousands of plants to distribute - please tell your family, friends, frenemies, neighbors, and coworkers!Location and accessibility:We're located in the small town of Friendship, MD, on the border of Anne Arundel and Calvert Counties, just a little over mile from the bayfront towns of North Beach and Chesapeake Beach (worth a trip!)Our nursery parking lot is at 391 Friendship Rd. Please park in the gravel lot and follow the signs to enter the nursery. We have an electric cart available for folks with limited mobility.We do not have a public restroom on site.",
Out Pro Meaningful LGBTQ Networking - Metro DC,Networking in a welcoming environment! Make and build professional connections that can advance your career.,"September 12, 2023, 6:00 PM"," September 12, 2023, 9:00 PM","The Westin DC City Center, 1400 M St NW Washington, DC 20005",DC,https://www.eventbrite.com/e/out-pro-meaningful-lgbtq-networking-metro-dc-tickets-656640327897,https://www.eventbrite.com/o/out-professionals-2962025045,"Meaningful Networking with Out Pro! Join us at the Westin DC City Center, a warmly welcoming destination for our community.  Enjoy a complimentary signature cocktail or mocktail and appetizers, courtesy of the hotel.We've been waiting to meet you. O﻿ut Pro creates a welcoming environment that welcomes the full diversity of the LGBTQ community, as well as supportive allies. Color-coded industry badges will help you identify and connect with people in your industry or make it easier to connect with those in industries that matter to you.Be sure to pocket a handful of business cards to exchange for later follow-up.Better yet, purchase a Dot to seamlessly share the contact info you wantThe thriving New York chapter —and our growing national chapter network— can help you develop connections that can advance your career.You never know whom you'll meet at Out Pro.  Watch our video about how Out Pro Networking works!Chapter ChampionE﻿vent images courtesy of Matt Sprague Photography.Thanks to AMTRAK for their support of the Out Pro national network and our chapter in Washington DC.",
Abundance is your Birthright: Goddess Rising Wealth Seminar," Personal Finance Workshop to help you jump start an abundant 2024. This worksop will provide you with finance skills, resources, and tools."," Saturday, September 30, 2023, 10:00 AM"," Saturday, September 30, 2023, 2:00 PM"," Releve Coworking & Events, 5010 Brown Station Road #Suite 145 Upper Marlboro, MD 20772",DC,https://www.eventbrite.com/e/abundance-is-your-birthright-goddess-rising-wealth-seminar-tickets-152045497175,https://www.eventbrite.com/o/ebony-brooks-33169080577,"Goddess Rising hosts the Budget Savvy Queen  for a captivating financial seminar that goes beyond a savings account and budget sheets. Prepare to embark on a unique journey where soulful wisdom meets practical financial strategies, helping you remove thoughts of lack and scarcity and guiding you towards feelings of abundance, overflow of material prosperity and inner fulfillment.Covered topics include:Budgeting (Financial Planning)Ownership (Buying vs. Renting/Leasing)Emergency Fund (Planning for the Unexpected)Fiscal Responsibility (Debt Management)Credit Utilization (Using Credit to Benefit you and not the BANK)",
How to Reset to Your Superwoman's 'SELF'! - Alexandria,"Tired of sacrificing your desires and needs due to exhaustion? Reset your SELF with ease, to restore your energy and joy for total wellness!","Saturday, July 15, 2023, 3:00 PM","Saturday, July 15, 2023, 5:30 PM","Virtual via Zoom Alexandria, VA 22304",DC,https://www.eventbrite.com/e/how-to-reset-to-your-superwomans-self-alexandria-tickets-516354218367,https://www.eventbrite.com/o/super-self-wellness-43620248203,"Free Live 2-Day Workshop (via Zoom)A workshop designed for all Superwomen - women managing their demanding career and family life while sacrificing their own needs. It's not surprising that you feel Exhausted and have absolutely No Energy.Have you been living with stress so long that you feel it is controlling your life or has become accepted as your daily norm?Are your relationships impacted by your depleted state regardless of how much you 'people please'?You crave quality time for yourself but don't know how to fit it into your day and when you do find time, you feel guilty about it?Have you tried other methods to cope or manage stress, only to feel more unhappy, totally drained and have no idea how to 'fix' it?Learn to easily RESET YOUR INNER SELF by ELIMINATING STRESS permanently with the simple 4-Step S.E.L.F Method (Stress Elimination for Limitless Freedom).This 4-Step Method is simple to grasp and you will be surprised how easy it is to access! This is entirely Inner work - it is reconnecting to the better part of you and bringing reality to your inner world.Each day in the workshop, you will learn how to implement the four steps into your life - to live from the Inside-Out through:Self Alignment, Self Awareness, Self Love, Self CareThis discovery includes simple suggestions or examples of how to apply these in life. The 2-day workshop starts and ends at the same time each day (3rd weekend of each month - Saturday and Sunday).The workshop is interactive so come ready to participate and share in this safe space. Your participation will help you discover and unlock what your Inner Self already knows - and then apply it for real change in your unique real world.Imagine how good you'll feel living your healthiest best! Your family will love the rejuvenated you - giving your best while feeling your best is so much easier from a restored place than through exhaustion. You will turn heads at work with the energy you bring to your meetings and interactions. Your friends will be amazed with the change and love the renewed time you have to give in your relationships. And, the best part, YOU will have energy beyond what you ever thought possible with more than enough for your own personal desires.With stress elimination your overall best health will be supported - seeing improvements in aches/pains and sleep as well as reduced anxiety and depression.In this workshop you'll leave with:Clarity around the truth, reality and cause of stress.What connection to your SELF really means.Mini Action Plan that will help you start releasing it immediately for increased energy!New friends who may become part of your support network going forward.Join us for this 2-day interactive workshop to start creating your stress-free world! Each session is 2.5 hours and begins at 12PM Pacific. There will be time for a Q+A at the end of each session and we will finish with your SELF Reset.This is YOUR time!",
DOLLAR FASHION INTERNATIONAL FASHION SHOW," ""Dollar Couture: Redefining Affordable Fashion"" is a groundbreaking fashion show that challenges conventional notions of high-end luxury by proving that fashion can be accessible to everyone, regardless of their budget. In this captivating showcase, designers ingeniously transform materials into stunning works of art, showcasing that style and creativity can thrive even when working with limited resources."," July 29, 2023, 4:00 PM"," July 29, 2023, 8:30 PM"," 15212 Dino Dr, 15212 Dino Drive Burtonsville, MD 20866",DC,https://www.eventbrite.com/e/dollar-fashion-international-fashion-show-tickets-639365217577,https://www.eventbrite.com/o/dollar-fashion-show-66119397453,"""Dollar Couture: Redefining Affordable Fashion"" is a groundbreaking fashion show that challenges conventional notions of high-end luxury by proving that fashion can be accessible to everyone, regardless of their budget. In this captivating showcase, designers ingeniously transform materials into stunning works of art, showcasing that style and creativity can thrive even when working with limited resources. Join us on this extraordinary fashion journey as ""Dollar Couture: Redefining Fashion"" demonstrates that fashion is not only an art form but also an expression of individuality and accessibility. Get ready to witness a show that celebrates fashion's ability to transcend boundaries and reminds us that true style knows no limits.",
The Revolution Will Not Be Funded,Join our reading group to discuss essays from The Revolution Will Not Be Funded,"Wednesday, July 12, 2023, 7:00 PM","Wednesday, July 12, 2023, 8:30 PM","West End Neighborhood Library, 2301 L Street Northwest, Washington, DC 20037",DC,https://www.eventbrite.com/e/the-revolution-will-not-be-funded-tickets-657295557707,https://www.eventbrite.com/o/bol-worker-owned-bookstore-37438818983,"Please join us for a reading group discussing The Revolution Will Not Be Funded: Beyond the Non-Profit Industrial Complex, a powerful collection of essays published by INCITE! Women of Color Against Violence.

Nonprofit organizations often enjoy a reputation as vehicles for ""doing good"" and improving society. However, their internal structure is often similar to for-profit corporations and their fund-raising model relies on the good intentions of billionaire-funded foundations. Who benefits from this arrangement? What obstacles does it present for the struggle for social justice and democracy?

I﻿t will be a hybrid event. If you are joining online, please register using the virtual ticket option and we will share the zoom link.",
Wellness Weekend,"Wellness weekend is a series of events focused on promoting wellness and self-care practices. From sound bath meditation sessions to workshops on choosing the best foods for great health, this event aims to provide attendees with the tools and knowledge to lead a healthier lifestyle.","September 9, 2023, 12:00 PM","September 17, 2023, 8:30 AM","1803 Connecticut Ave NW fl 2, Washington, DC",DC,https://www.eventbrite.com/e/wellness-weekend-tickets-649888914237,,,
I GO 30th Anniversary Celebration," ""WORLDWIDE THANKSGIVING PRAYER SUMMIT IN WASHINGTON DC'  to ""Declare America for Jesus"" and bring revival in this great nation"," November 19, 2023, 9:00 AM"," November 20, 2023, 12:00 PM", District of Columbia,DC,https://www.eventbrite.com/e/registering-interest-in-i-go-30th-anniversary-celebration-tickets-516980200697,https://www.eventbrite.com/o/i-go-unity-in-diversity-ministers-fellowship-59429040503,"We trust God for peace, love  and unity to prevail as His BODY COMES TOGETHER Sponsored by: Unity In Diversity Ministers & Churches Fellowship.",
Wrapped in Wellness R.E.S.T. Outdoor Retreat,"Joy is Just Over Yonder brings you the Wrapped in Wellness Outdoor Retreat experience Fall edition. If you missed us in the Spring, join us.","September 9, 2023, 8:30am","September 9, 2023, 1:00pm","13551 Fort Washington Road Fort Washington, MD 20744",DC,https://www.eventbrite.com/e/wrapped-in-wellness-rest-outdoor-retreat-tickets-649418958587,https://www.eventbrite.com/o/joy-is-just-over-yonder-11101499303,"R.E.S.T.W﻿e had an amazing experience last fall with our Outdoor Retreat in Aquasco, MD and a more serene experience for our Spring edition in May. WELL, we are back for the 2nd Annual Fall Edition of Wrapped in WELLness R.E.S.T. outdoor experience. This is where you set aside a few hours just for you. Y﻿es, this is open for everyone. So come with your partner, spouse, or yourself. You will meet some incredible souls who, like you are here to reset, relax and release. W﻿hat to ExpectWrapped in WELLness Experiences leave you refreshed and revitalized. The first 5 registrants will receive a complimentary 10-minute sample hand reflexology session from Master Reflexologist, Lakisha. Who will also share relaxation tips you can use by manipulating pressure points as you sit right at your desk or at home on the couch. We always collaborate and partner with the best. September's activities will include a short hike, Zumba session, restorative yoga session, sound bath and reflection activities as we learn to breathe with intention and purpose. Our special guest prepares us for the fall season, so you don't want to miss out. L﻿ight fare will be provided. Don't forget to bring your water bottle, yoga mat, blanket, pillow and dress comfortably for the outdoors.  This is meant to be a relaxing and restorative day for all. Come on out and join us by the riverside. A﻿ll registered guest will receive itinerary and specific location on or before Sept. 1st.  Early Bird ends June 30th, 2023. Keep your eye out for more information on the 4th year of Wrapped in Wellness: The OverFlow 4.0 in  2024 our multi-day retreat experience. This Fall's L﻿ocationWill be in Alexandria, VA as we continue to explore the hidden treasures of the DMV area. You will have an opportunity to do a nature walk, participate in the sessions and enjoy light fare and hydrating beverages as you rest, relax, reset, rejoice and reflect. Time ChangePlease note the time for September is 8:30 am - 1 pm with sound bowl starting promptly at 9am!  W﻿e look forward to Wrapping you in WELLness! F﻿ollow us at linktree.com/iamlmosei",
Maryland International Agriculture and Environment Conference,The Global Food Shortage: A Crisis in the Making,"October 13, 2023, 8:00 AM","October 13, 2023, 6:00 PM","Smithsonian Education Research Center, SERC, 647 Contees Wharf Road, Edgewater, MD 21037",DC,https://www.eventbrite.com/e/maryland-international-agriculture-and-environment-conference-tickets-665782602687,,"The vision for this international conference is to be an international catalyst that will result in developing relationships with like minded individuals, local and global partners who understand the importance of sustainable farming practices and the environment.",
Celebrate Recovery - Oakdale Church (IN PERSON),"Celebrate Recovery is a Christ-centered 12 step recovery program for anyone struggling with hurts, habits or hang-ups of any kind. Join us!","Thursday, July 13, 2023, 7:00 PM","Thursday, July 13, 2023, 9:00 PM","3425 Emory Church Road Olney, MD 20832",DC,https://www.eventbrite.com/e/celebrate-recovery-oakdale-church-in-person-tickets-500190422017,https://www.eventbrite.com/o/mary-kay-isaacs-25457609515,"CR is a Christ-centered 12 step recovery program for anyone struggling with hurts, habits or hang-ups of any kind. It is a safe place to find freedom from the issues that control or negatively impact our lives.Celebrate Recovery is a biblical and balanced program that helps us overcome our hurts, our habits and our hang-ups. It is based on the actual words of Jesus rather than psychological theory.People are finding freedom from: anxietydepressionrelationship issuespast abuseangershamecodependencycompulsive behaviorssex addictionpornographycompulsive spendinggamblingdrug abusealcohol abusefood issueseating disordersand other issues that are making their lives unmanageable. BRING YOUR KIDS! They need support too!CELEBRATION PLACE (our CR kids ministry) runs at the same time as CR. Celebration Place is a ministry for children from K-5th grade whose parents attend the Celebrate Recovery program.The Celebration Place curriculum provides support and helps children in a child-friendly format. Our leaders provide kids with everything they need to make Jesus the foundation of their lives; break the cycle of dysfunction, and join their parents in forgiveness and healing.Every Thursday night children have a time of worship, participate in fun games, and listen to a Christ-centered lesson on how to depend on Jesus to heal their hurts.JOIN US for the best night of the week!Join us in-person every Thursday  from 7PM to 8PM at Oakdale Church. Large group is 7-8 PM.  OPEN SHARE is  8 PM.If you are new to Celebrate Recovery and would like more information, please contact Mary Kay Isaacs,  mkisaacs@oakdale.church or visit Celebrate Recovery Oakdale.",
Early bird discount," Tuesday, August 15"," August 15, 8am"," August 17, 5pm"," 6111 Arlington Blvd Falls Church, VA 22044",DC,https://www.eventbrite.com/e/24-hour-hazwoper-training-training-in-northern-virginia-tickets-627405766537,https://www.eventbrite.com/o/compliance-solutions-occupational-trainers-inc-61045768933,"Since 1995, Compliance Solutions has become the nation's largest private provider of OSHA HAZWOPER Training classes. Our classes are available in 50+ U.S. cities- nine different cities each week!These highly interactive Instructor-Led training courses meet or exceed OSHA training requirements under 29 CFR 1910.120(e) - HAZWOPER (40, 24, 16 & 8 Hour)Who needs 24 Hour HAZWOPER Training?The 24-Hour HAZWOPER course is designed for workers who are NOT required to deal directly with cleanup (this would generally be described as not working in conditions that require a protection level of “C or above) such as drillers, surveyors, contractors, administrative personnel, drivers, etc. These job titles must be fully trained pursuant to the HAZWOPER standard (29 CFR 1910.120(e)). Workers attending this course cover health and safety procedures during work operations at hazardous material sites.What is 24-Hour HAZWOPER Training?OSHA requires 24 hours of safety training under OSHA 29 CFR1910.120(e) for individuals who work on controlled or uncontrolled hazardous sites. Course ObjectivesThe two main objectives of HAZWOPER training are:•	Control or eliminate the potential hazards and/or losses, and•	Protect the health and safety of workers, the public, and the environment.PER OSHA’s Hazardous Waste Operations and Emergency Response (HAZWOPER) Standard (29 CFR 1910.120), the purpose of this seminar is to ensure awareness and promote safety among employees who may be exposed to hazardous waste and chemical hazards on work-sites. The objective is to ensure that employees operate in the safest possible manner in situations where contact with potentially hazardous materials is likely.At the conclusion of the 24-Hour HAZWOPER course, students will:•	Understand how hazardous materials are handled, identified, and what the human responses to exposure are•	Learn the importance of the Health and Safety Plan (HSP)•	Incorporate the knowledge of what to do in case of site emergencies•	Use appropriate safety methods and work practice controls•	Recognize signs and labels that are used to alert personnel of danger involving hazardous materialImportant Registration Note: All employees who have regular duties related to handling or cleaning up hazardous materials or waste in any of these functions should take the 40-hour HAZWOPER course. The 24-hour course is designed for “Occasional Site Workers” meaning those individuals whose job functions do not include the handling of waste or hazardous materials as an integral part of their job.Act now and buy your ticket today. Classes fill up quickly. Multiple registration discounts (same course, same class) are available. Please call 800-711-2706 for information!Note: This event does NOT issue paper tickets. After registration, you will receive an email confirmation from Compliance Solutions that includes the date, time, and location of the class. Prior to registering read a copy of our cancellation and refund policy. Once registered, you acknowledge you have read and agree to this policy and provisions.Group DiscountsOffered for registrations of the same course type, date, and city. To receive a group discount all students MUST register at the same time:5 to 9 students= 10% 10 or more = 15%",
40-Hour HAZWOPER Training in Northern Virginia,"Compliance Solutions, the nation's largest provider of OSHA HAZWOPER Training, is pleased to offer open enrollment for 40-Hour OSHA HAZWOPER Site Worker training in 50+ U.S. cities-Nine different cities every week!","August 15, 8:00 AM","August 18, 5:30 PM","6111 Arlington Blvd Falls Church, VA 22044",DC,https://www.eventbrite.com/e/40-hour-hazwoper-training-in-northern-virginia-tickets-627462385887,https://www.eventbrite.com/o/compliance-solutions-occupational-trainers-inc-61045768933,"Compliance Solutions, the nation's largest provider of OSHA HAZWOPER Training, is pleased to offer open enrollment for 40-Hour OSHA HAZWOPER Site Worker training in 50+ U.S. cities-Nine different cities every week!Our instructor-led seminars meet or exceed OSHA’s suggested training curricula and meet OSHA’s mandated training requirements under 29 CFR 1910.120(e and q) including hands-on training!Compliance Solutions is the largest private provider of HAZWOPER and DOT Hazmat Training nationally and has earned the trust of the industry by providing quality training since 1995Who needs 40 Hour HAZWOPER Training?40-Hour HAZWOPER training is mandated for employees who have responsibilities to remediate (clean up) hazardous materials at controlled and uncontrolled sites with hazards or work activities that present an Immediate Danger to Life or Health (IDLH). This includes clean-up operations, emergency response operations, storage, disposal, or treatment of hazardous materials and hazardous waste sites. 40-Hour HAZWOPER training is also required prior to OSHA Site-Supervisor training.What is 40 Hour HAZWOPER Training?The 40-Hour HAZWOPER course provides structured classroom training mandated by 29 CFR1910.120 (e and q) including student exercises and a hands-on dress-out to acclimate workers with required Personal Protective Equipment (PPE). Workers attending this instructor-led course will cover 18 different OSHA-suggested topics including health and safety procedures, PPE used during work operations at hazardous material sites, medical monitoring, and many others.Instructors emphasize a practical approach to worksite health and safety, as such, attendees learn to recognize site hazards and take appropriate steps to prevent illness or injuries while on the job site.Register Early! Pre-registration for all classes is required (no walk-in’s) and classes do fill up quickly.Registration Note: This event does NOT issue paper tickets. After registration, you will receive an email confirmation from Compliance Solutions that includes the date, time, and location of the class. Prior to registering read a copy of our cancellation and refund policy. Once registered, you acknowledge you have read and agree to be bound by this policy.Group DiscountsOffered for registrations of the same course type, date, and city. To receive a group discount all students MUST register at the same time:5 to 9 students= 10% 10 or more = 15%For Multiple purchase discounts or onsite Group pricing, call 800-711-2706 Ext 1",
8-Hour HAZWOPER Refresher Training in Northern Virginia,"Fulfills the ANNUAL training requirement for HAZWOPER under 29 CFR 1910.120(e)(q), California classes meet 8CCR 5192(e)","August 18, 2023, 8:00 AM","August 18, 2023, 4:00 PM","6111 Arlington Blvd Falls Church, VA 22044",DC,https://www.eventbrite.com/e/8-hour-hazwoper-refresher-training-in-northern-virginia-tickets-630949385597,https://www.eventbrite.com/o/compliance-solutions-occupational-trainers-inc-61045768933,"Compliance Solutions, the nation's largest provider of OSHA, DOT, EPA, and RCRA Training is pleased to offer open enrollment for our 8-Hour OSHA HAZWOPER Annual Refresher training. Classes are delivered in 50+ U.S cities -Nine different cities every week!Our instructor-led seminars meet or exceed OSHA’s suggested training curricula and meet OSHA’s mandated training requirements under 29 CFR 1910.120(e and q).8 Hour HAZWOPER (HAZWOPER Refresher)The 8-Hour HAZWOPER course meets OSHA’s annual refresher requirements for employees who have completed their initial 24-Hour 40-Hour HAZWOPER certification. Mandated training can be found in 29 CFR1910.120. Students attending the 8-Hour HAZWOPER are updated on changes in related regulations, participate in multiple class safety activities, complete a mock dress-out and receive instruction in health and safety procedures, and personnel protection during work operations at hazardous material sites. Unlike our competitors, our training content and exercises are updated annually so your employees don’t take the same class over and over again every year!Who needs 8 Hour HAZWOPER Training? Students must have completed an initial 24-Hour or 40-Hour HAZWOPER course and have maintained certification through annual refresher training. If certification has not been refreshed under OSHA guidelines, the 24-Hour or 40 Hour HAZWOPER should be re-taken to maintain certification.Upon successful completion of the course, students will:Understand changes in HAZWOPER/related regulations in the past year.Describe the effects of hazardous materials on people and the environmentIdentify safe methods and work practices.Recognize signs and labels used to alert personnel of dangers involving hazardous materials.Recognize and identify site and personnel hazards.Register Early! Pre-registration for all classes is required (no walk-in’s) and classes do fill up quickly.Registration Note: This event does NOT issue paper tickets. After registration, you will receive an email confirmation from Compliance Solutions that includes the date, time, and location of the class. Prior to registering read a copy of our cancellation and refund policy. Once registered, you acknowledge you have read and agree to be bound by this policy.Group DiscountsOffered for registrations of the same course type, date, and city. To receive a group discount all students MUST register at the same time:5 to 9 students= 10% 10 or more = 15%Call 800-711-2706 Ext 1 to register multiple students or inquire about Group training.",
