Event Name,Short Description,Start,End,Location,City,Event URL,Source CSV,organizer_link-href,Full_description
Climate LIVE K12: Harnessing the Power of Communities,"A session dedicated to bringing the science of sustainability to K12 students, educators, and parents",6/14/23 16:00,6/14/23 17:00,Online Event,Online,https://www.climate.columbia.edu/events/climate-live-k12-harnessing-power-communities,/Users/raiidahmed/Desktop/climate_tech_columbia_climate_nyc.csv,,"Events

          
            
                      Current and Upcoming
                  
        
        Climate LIVE K12: Harnessing the Power of Communities

        

        
            
                
                    
                      Share
                    
                    
                      Add to Calendar:
                        
                                                        Calendar / Outlook
                                                        Google
                            Yahoo
                        
                    
                

                
                
                  
                    
                      
                      
                        June 14, 2023
                        4:00 PM - 5:00 PM
                                                America/New_York
                                                                                              
                    

                                        
                      
                      
                        
                          
                 Online Event 
      
                        

                                              
                    
                                      
                

                
                  
                                                                
                        Register on CU Events 
                      
                                                              
                        
            Climate LIVE K12: Harnessing the Power of Communities to Fight Flooding and Protect Our Waterways 
Climate LIVE K12 (formerly EI LIVE K12) is dedicated to bringing the science of sustainability to K12 students, educators, and parents.
About this Event 
Presenter:  Paul Gallay, Senior Staff Associate and Resilient Coastal Communities Project Leader, Center for Sustainable Urban Development 
Target Audience: Grades 9-12, Undergraduate, Educators, and the Public 
Climate-driven flooding is worsening due to sea level rise and rapidly intensifying storms, with many of the most serious impacts being felt in disadvantaged communities already reeling from decades of underinvestment in water quality and ecosystem health. To protect our most vulnerable communities, government planners must find new ways to respect and center the wisdom that only those communities possess. Can we build the just and equitable partnerships we'll need to survive climate change?
A link to join the session will be provided to all registered participants 24 hours in advance.
If you would like to submit any questions before the event, please send them to Laurel Zaima-Sheehy (lzaima@climate.columbia.edu)
      
                    
                    
                    
                    
                                        
                      Contact Information
                                              
            Laurel Zaima-Sheehy
      
                                                                    
            332-330-1855
      
                                                                    
            lnz2104@columbia.edu
      
                                                                
                    
                                              
                      
                        Register on CU Events 
                      
                                          
                  

                                                        
                      AddThis Sharing ButtonsShare to FacebookFacebookShare to TwitterTwitterShare to LinkedInLinkedInShare to PrintPrint"
Climate LIVE K12: Harnessing the Power of Communities,"Presenter: Paul Gallay, Senior Staff Associate and Resilient Coastal Communities Project Leader, Center for Sustainable Urban Development",6/14/23 16:00,6/14/23 17:00,Online Event,Online,https://www.climate.columbia.edu/events/climate-live-k12-harnessing-power-communities,/Users/raiidahmed/Desktop/climate_tech_columbia_climate_nyc.csv,,"Register on CU Events 
                      
                                                              
                        
            Climate LIVE K12: Harnessing the Power of Communities to Fight Flooding and Protect Our Waterways 
Climate LIVE K12 (formerly EI LIVE K12) is dedicated to bringing the science of sustainability to K12 students, educators, and parents.
About this Event 
Presenter:  Paul Gallay, Senior Staff Associate and Resilient Coastal Communities Project Leader, Center for Sustainable Urban Development 
Target Audience: Grades 9-12, Undergraduate, Educators, and the Public 
Climate-driven flooding is worsening due to sea level rise and rapidly intensifying storms, with many of the most serious impacts being felt in disadvantaged communities already reeling from decades of underinvestment in water quality and ecosystem health. To protect our most vulnerable communities, government planners must find new ways to respect and center the wisdom that only those communities possess. Can we build the just and equitable partnerships we'll need to survive climate change?
A link to join the session will be provided to all registered participants 24 hours in advance.
If you would like to submit any questions before the event, please send them to Laurel Zaima-Sheehy (lzaima@climate.columbia.edu)
      
                    
                    
                    
                    
                                        
                      Contact Information
                                              
            Laurel Zaima-Sheehy
      
                                                                    
            332-330-1855
      
                                                                    
            lnz2104@columbia.edu
      
                                                                
                    
                                              
                      
                        Register on CU Events"
Make It in Brooklyn Panel: Clean Energy Innovations - Diversity and Access,Hear expert panelists discuss issues of diversity and access in the Clean Energy sector at both the executive and workforce levels.,6/14/23 17:30,6/14/23 19:30,"590 Fulton Street Brooklyn, NY 11201",NYC,https://www.eventbrite.com/e/make-it-in-brooklyn-panel-clean-energy-innovations-diversity-and-access-tickets-635516826937,/Users/raiidahmed/Desktop/climate_tech_eventbrite_climate_nyc.csv,https://www.eventbrite.com/o/downtown-brooklyn-partnership-37906379153,"Clean energy is an increasingly important sector within green technology. As climate change becomes an urgent issue, cities are turning to cleaner solutions for sourcing power. Although climate tech and clean energy industries are on the rise, the issue of equal access remains. In 2022, Business Insider reported that at both the startup and manufacturing/labor force levels, underrepresented communities, such as women and people of color, are largely excluded from clean energy industries.New York City, and Brooklyn in particular, have growing green tech industries. Make It in Brooklyn is presenting a panel of local M/WBE entrepreneurs and founders in clean energy, who will discuss how they are tackling the challenges of inclusivity in the field and the need for access to foundational and educational support networks. Join us with with brooklyn-based founders, business leaders, students, and budding entrepreneurs and learn from challenges overcome by underrepresented leaders in the clean energy sector. Network with peers about renewable energy technologies and gain exposure to business resources and pathways to success in climate tech.M﻿oderator: Kiana Michaan, Clean Energy Advocate, Black Girl EnvironmentalistKiana Michaan (she/her) is a renewable energy professional and climate justice organizer. She currently works on solar policy with Ecogy Energy. Kiana previously worked at Sologistics where she provided permitting, utility interconnection, and project management for hundreds of solar projects across New York City. She has also worked on intersectional climate justice storytelling with Our Climate Voices and worked with WE ACT for Environmental Justice. Kiana was a fellow with the Clean Energy Leadership Institute, is an NYC lead with Black Girl Environmentalist, and serves as a member of the advisory panel for Diversity in Sustainability.P﻿anelists: Tiya Gordon, itselectric Tiya holds 20 years experience in design, leadership, and operations across a range of disciplines for some of the country’s top firms and institutions. She is now venturing to spend the next 20 years on projects that use design to wage war against the Climate Crisis.Tiya's work has received the industry’s top accolades, including The National Design Award from the Cooper Hewitt, Smithsonian Design Museum; the SXSW Innovation Award for Urban Infrastructure; the Inaugural Cannes Gold Lion for Creative Data; the Emerging Filmmaker Showcase at the Cannes Film Festival; and the designation of second most innovative design firm in the world by Fast Company.Melina Acevedo, D.E. Shaw Renewable Investments and Latinxs in Sustainability Melina Acevedo (she/her) is a Leadership Team Member and Partnerships Lead at Latinxs in Sustainability (LiS) and a Project Development Manager at D.E. Shaw Renewable Investments, where she manages the development of utility-scale solar projects across the US.  As a first-generation college graduate and immigrant from Peru, Melina is passionate about removing the barriers to entry for environmental jobs, particularly for students and young professionals from historically marginalized communities, and building a diverse and equitable leadership pipeline. At LiS, she is leading a workforce development program with the City College of New York, connecting students with employment opportunities throughout NYC.M﻿artine Lunis, WildgridMartine is the Partnerships Manager at Wildgrid. She joined the team in March 2022 and manages relationships, logistics and projects involving their solar partners and the Wildgrid platform. She received her MS in Business for Social Impact and Sustainability from Glasgow Caledonian New York College. She's committed to using a career of management skills to find innovative and accessible ways for everyday people to combat climate changeLaura Fox,  Streetlife Ventures Laura is the Co-founder and Managing Partner of Streetlife Ventures, a seed-stage venture fund investing in urban climate solutions to transform sectors including mobility, waste, water, buildings, and energy. Prior to co-founding Streetlife, she was the General Manager for Citi Bike at Lyft - growing it to a $100M ARR business, while increasing female ridership from 28% to 41% and diverse riders to over 60% (and remodeling her own leadership team to 80% female and diverse). Laura deeply believes that the future of our planet and cities requires diverse perspectives and founders to create the change that we need, and is excited to be a catalyst to that."
YPE NYC June Happy Hour + Trivia,An in-person happy hour with networking and trivia for Young Professionals in Energy in NYC.,6/14/23 18:30,6/14/23 21:00,"80 W 3rd St New York, NY 10012",NYC,https://www.eventbrite.com/e/ype-nyc-june-happy-hour-trivia-tickets-630880820517,/Users/raiidahmed/Desktop/climate_tech_eventbrite_climate_nyc.csv,https://www.eventbrite.com/o/ype-nyc-15343588510,"YPE NYC is hosting a happy hour! Please join YPE NYC and the energy community for an evening of networking. We will be gathering at Amity Hall Downtown  in their downstairs space. Come grab a drink with us and discuss the latest in the NYC energy world with professionals from the utility, power, energy finance, law, and policy community. F﻿irst-timers welcome! Trivia: A﻿t 7:30pm, the bar opens for trivia. Form your team (6 max) and participate in trivia, or keep your conversation going in the upstairs bar!  If you plan to play, please advise as such on your ticket form.We hope you can join us!_______________________________________________________If you are able, please consider making a donation to YPE NYC. Every little bit helps! Your donation helps support our events, educational webinars, networking opportunities, and mentorship and volunteer programs.You can make a donation here."
IRI's Global Seasonal Climate Forecasts and ENSO status and forecast,The International Research Institute for Climate and Society (IRI) presents its climate forecast briefing.,6/15/23 14:00,6/15/23 15:00,Online,Online,https://www.climate.columbia.edu/events/monthly-overview-iris-global-seasonal-climate-forecasts-and-enso-status-and-forecast-29,/Users/raiidahmed/Desktop/climate_tech_columbia_climate_nyc.csv,,"The International Research Institute for Climate and Society (IRI) presents its climate forecast briefing. The IRI's seasonal, sub-seasonal and ENSO (El Niño Southern Oscillation) forecasts are discussed in this monthly briefing by IRI climate scientists Azhar Ehsan and Bohar Singh.
For more information, please see: https://iri.columbia.edu/our-expertise/climate/
      
                    
                    
                    
                    
                                        
                      Contact Information
                                              
            IRI Seminar
      
                                                                                          
            Seminar@iri.columbia.edu"
Science Rebels at the Coney Island Mermaid Parade,Extinction Rebellion's Science Rebels are once again taking part in this year's Mermaid Parade! Come join us!,6/17/23 10:00,6/17/23 15:00,"West 21st and Surf Avenue Brooklyn, NY 11224",NYC,https://www.eventbrite.com/e/science-rebels-at-the-coney-island-mermaid-parade-tickets-610050596757,/Users/raiidahmed/Desktop/climate_tech_eventbrite_climate_nyc.csv,https://www.eventbrite.com/o/extinction-rebellion-63952343523,"I﻿f disgruntled sea creature, or merperson looking for new beachfront property as the sea levels rise, please join us this year once again, as the Science Rebels take part in Coney Island's magnificent Mermaid Parade! Bring your signs, and your best costume to make a statement, not only on your personal style, but the impending climate crisis.G﻿o to https://www.coneyisland.com/mermaidparaderegistration to sign up, and put ""Extinction Rebellion"" as your group and GRN15 for the group code. See you there!X﻿OXO,-﻿Your local climate nerds"
When You’re Black & Queer on Juneteenth,HOT QUEER SUMMA BABY,6/18/23 16:00,6/18/23 21:00,"314 Scholes Street Brooklyn, NY 11206",NYC,https://www.eventbrite.com/e/when-youre-black-queer-on-juneteenth-tickets-629675274697,/Users/raiidahmed/Desktop/climate_tech_eventbrite_climate_nyc.csv,https://www.eventbrite.com/o/global-warming-40086594573,"Yerrrr! Global Warming BK is a queer & trans, BIPOC centered dance party celebrating global sounds. Global Warming wants to heat up room with music, vibes and energy at every party.21+Curating DJ’s: Adair (they/he) + Boston Chery (they/them)Host: Issa Trae (she/her)Guest DJ: TBA Vendors: TBAVibes: This is a Juneteenth edition of a  BLACK QUEER & TRANS centered party. PSA: Global Warming is firm on it’s stance for intentional curating & getting crunk up on it in this dancery. That being said: Respectful, mindful & aware POC and allies are welcome! Please be mindful of the space you occupy and if their are any issues you will be removed from the event. “Don’t start nun… won’t be nun!”- Rosa Parks"
TRB AMS020 2023 Summer Workshop - Sponsored By Stevens,Workshop for the TRB AMS20 Committee on Resource Conservation and Recovery hosted by Stevens Institute,6/20/23 0:00,6/21/23 23:59,"Stevens Institute of Technology, 1 Castle Point Terrace, Hoboken, NJ 07030",Hoboken,https://www.eventbrite.com/e/trb-ams020-2023-summer-workshop-sponsored-by-stevens-tickets-562446973037,/Users/raiidahmed/Desktop/climate_tech_eventbrite_climate_nyc.csv,https://www.eventbrite.com/o/trb-ams020-committee-and-stevens-sustainability-management-program-61479050823,"This year’s workshop will be hosted by the Stevens Institute of Technology’s Sustainability Management Program, with the theme of “Making Transportation More Sustainable”. The Summer Workshop would be held on June 20-21 at the Stevens Institute of Technology campus in Hoboken, NJ. The event will feature keynote addresses by Mr. Thomas Abdallah of MTA Construction and Development and the City of Hoboken’s Office of Sustainability and Resiliency. The two days will also feature transportation and environmental professionals, educators and students present on the following topics:•	Transportation's Impacts on Inclusion and Diversity•	Advancements in Sustainability and Environmental Management•	Framework for Creating Sustainable, Resilient, and Equitable Transportation Projects•	PFAS Regulatory and Remediation Technology Updates•	Advancements in Site Remediation•	New Jersey Agencies Climate Resilience and Sustainability Strategies at Work•	Environmental Considerations for Design Build ProjectsT﻿he detailed agenda can be found at https://trb-ams20.org/summer-workshop/"
At What Point Managed Retreat?,Habitability and Mobility in an Era of Climate Change,6/20/23 14:00,6/23/23 15:00,"Lerner Hall, 2920 Broadway, New York, NY 10027",NYC,https://www.climate.columbia.edu/events/what-point-managed-retreat-0,/Users/raiidahmed/Desktop/climate_tech_columbia_climate_nyc.csv,,"At What Point Managed Retreat?: Habitability and Mobility in an Era of Climate Change
Building on the success of the 2019 and 2021 conferences on Managed Retreat, the Columbia Climate School is pleased to announce that the next conference, At What Point Managed Retreat?: Habitability and Mobility in an Era of Climate Change, will be held from June 20-23, 2023, at Columbia University.
Registration for the conference is now open. In-person and virtual attendance options are available. Please visit the conference website for details on the program, registration fees, travel information, and more.
      
                    
                    
                    
                    
                                        
                      Contact Information
                                              
            Adrienne Kenyon
      
                                                                                          
            akenyon@climate.columbia.edu"
"""The Seas Are Rising""",An environmental concert featuring songs about climate change impacts,6/21/23 19:00,6/21/23 20:00,"31 Engle Street Englewood, NJ 07631",Englewood,https://www.eventbrite.com/e/the-seas-are-rising-an-environmental-concert-tickets-543150617117,/Users/raiidahmed/Desktop/climate_tech_eventbrite_climate_nyc.csv,https://www.eventbrite.com/o/englewood-public-library-30912975623,"Dan Sheehan and his band perform songs from his forthcoming concept album The Seas Are Rising featuring songs about the impacts of climate change around the globe. The concert will be held on the library's front plaza. The concert will be part of Englewood's Make Music Day.Attendees will need to bring their own chairs and/or blankets.The Seas Are Rising is a concert experience and forthcoming album telling stories of the impacts of climate change and environmental catastrophes already affecting the people of the world, calling attention to the urgency of the climate crisis. The show tells the stories of people already ravaged by intensified climate events such as hurricanes in the Caribbean and the Southern states, of martyred heroes leading environmental movements in Latin America and Africa, of indigenous peoples being displaced by deforestation and development, and of islands under imminent threat of submersion in the coming decades, culiminating in a message of hope that people can unify and turn the crisis around for a better future, allowing our children to inherit a flourishing planet.  More information can be found at http://dansheehan.netThis concert is sponsored by the Friends of the Englewood Library."
Youth Climate Career Expo,This is a career expo for high school students to learn about careers and industries where they can take climate action,6/22/23 14:00,6/22/23 17:00,"High School for Climate Justice, 320 East 96th Street, New York, NY 10128",NYC,https://www.eventbrite.com/e/youth-climate-career-expo-registration-634256607587,/Users/raiidahmed/Desktop/climate_tech_eventbrite_climate_nyc.csv,https://www.eventbrite.com/o/nyc-doe-office-of-sustainability-22898367351,"NYC Public High School students: Come meet students from other schools and learn about careers and industries where you can take climate action! Learn about summer volunteer and internship opportunitiesBuild community with other students Talk to professionals about green careers Explore possible career pathways This expo was created by the 2022-23 Youth Leadership Council, in collaboration with Office of Sustainability What is a Climate Career? Our goal is clear: together, we need to reduce greenhouse gas (GHG) emissions and stop burning fossil fuels. And we need to do this in a way that is equitable and just. Any one of the thousands of jobs that help with that is a climate career! You could focus on reducing GHG emissions in buildings - working in designing, construction, or clean energy. Or you could manage green space, by working in natural areas or agriculture. You might help us move toward “circularity” - reducing waste through repairing goods or reusing materials. Or you may help your community be more resilient. This means reducing peoples’ vulnerability to climate hazards.  Maybe you want to be an educator and teach people about climate change, or you love economics and want to help finance solutions. Maybe you’ll invent a solution no one knows about yet!  Whatever your interests, there is a climate career path for you. Participating Organizations We'll have representatives from over 20 different organizations, all focused on environment, climate, or green industries. Come learn about the different opportunities available in the NYC area and speak to workers who are taking climate action in their jobs!Student-Led WorkshopsW﻿e have optional, student-led workshops:Climate Communications in Your School Upcycling Workshop W﻿e'll also have a keynote speaker to talk about being a young climate professional, and activities like an eco-book swap! I﻿mage description 1: Youth Climate Career Expo, Thursday, June 22, 2023. Four images are featured at the bottom: a construction worker, an agriculture worker, a bicycle repairperson, and a community.I﻿mage description 2: A group of Youth Leadership Council student members  come together and smile, in front of a wall that reads ""I Pledge to take Climate Action"""
"Billy Fleming, “Fire, Ice, and Ore”","Arctic Elements, Indigenous Resistance, and the Global Energy Transition",6/22/23 19:00,6/22/23 21:00,"172 Classon Avenue Brooklyn, NY 11205",NYC,https://www.eventbrite.com/e/billy-fleming-fire-ice-and-ore-tickets-634990422447,/Users/raiidahmed/Desktop/climate_tech_eventbrite_climate_nyc.csv,https://www.eventbrite.com/o/e-flux-screening-room-21852381346,"e-flux Architecure presents “Fire, Ice, and Ore: Arctic Elements, Indigenous Resistance, and the Global Energy Transition,” a lecture by Billy Fleming at e-flux on Thursday, June 22 at 7pm.The struggle for climate justice is a generational project. Though it is often framed in abstract terms—warming scenarios, emissions pathways, integrated assessment models for damages, and fuel mixes in the grid—it is rarely experienced this way. Rather, the global energy transition and the broader struggle for climate justice are often understood—and thus won or lost—in materialist terms: through investments in the buildings, landscapes, public works, and built environment that stitch together everyday life for most people. This is the proposition at the core of Green New Dealers’ program—to transform how and where we live and relate to one other by tackling carbon emissions and inequality at once. But these forces extend well beyond the boundaries of a parcel of building envelope where designers typically engage with questions of climate action. The technologies at the core of the energy transition—solar photovoltaics, wind turbines, battery farms, data centers, and advanced nuclear power—all depend on a planetary supply matrix of rare earth elements and critical minerals. These pockets of exceedingly valuable ore tend to be developed in the Global South—and especially in the most remote locations of the Global South, where rules, laws, and norms can be suspended or ignored by multinational mining companies without the scrutiny of local or international press. The poles of this process—the mines and the end-use technological deployments—are linked through a network of waste disposal sites, manufacturing hubs, renewable energy deployment zones, and the various labor and logistical forces that make them all possible.  One of those poles rests in South Greenland’s Kvanefjeld Mine—an erstwhile uranium mine that was key to the Allies’ postwar nuclear energy and weapons programs, that was subsequently decommissioned after decades of anti-mining militancy by a local group of Inuit activists known as Urani? Naamik! (Uranium? No thanks!). But prospectors have since discovered that the mine is home to the world’s second-densest deposit of rare earth elements and critical minerals that, coupled with Greenland’s postcolonial relationship with Denmark, and the region has entered a state of suspended reality as interested parties wait for the Danish court system to rule on exploitation licenses for the site. This lecture will situate Greenland within the global energy transition and implicate its future in that of the Global North. Put another way, this lecture will ask what it means for resource communities like Narsaq, Greenland for the U.S. and other imperial powers to pursue the kind of resource-intensive energy transition that is now underway. “Fire, Ice, and Ore” is presented as part of e-flux Architecture Lectures, a monthly series inviting researchers and practitioners to discuss timely issues in contemporary architecture, theory, culture, and technology.Billy Fleming is the founding Wilks Family Director of the Ian L. McHarg Center for Urbanism and Ecology at the University of Pennsylvania’s Weitzman School of Design. He is a co-founder of the Climate + Community Project—a climate justice think tank dedicated to connecting movement demands and progressive legislators through applied research—and co-creator of the organization Data Refuge—an international initiative to secure critical environmental data at risk of erasure during the Trump Administration. His work includes the recent books A Blueprint for Coastal Adaptation with Carolyn Kousky and Alan Berger, and Design With Nature Now with Frederick Steiner, Richard Weller, and Karen M’Closkey. Billy’s writing and scholarship have appeared in Dissent, The Guardian, Washington Post, New York Times, Places Journal, and Journal of Architectural Education, among others. His current book project is titled Building Just, Post-Carbon Futures: Imagining and Implementing Climate Justice in America and is expected in 2024.For more information, contact program@e-flux.com.Accessibility					 –Two flights of stairs lead up to the building’s front entrance at 172 Classon Avenue.		  –For elevator access, please RSVP to program@e-flux.com. The building has a freight elevator which leads into the e-flux office space. Entrance to the elevator is nearest to 180 Classon Ave (a garage door). We have a ramp for the steps within the space.				   –e-flux has an ADA-compliant bathroom. There are no steps between the event space and this bathroom."
AgMIP9: 9th AgMIP Global Workshop,"The Ninth Global Workshop of the Agricultural Model Intercomparison and Improvement Project (AgMIP9) will be held at Columbia University in New York, NY, USA on June 26-30, 2023.",6/26/23 9:00,6/30/23 17:00,"Faculty House, 64 Morningside Dr., New York, NY 10027",NYC,https://www.climate.columbia.edu/events/agmip9-9th-agmip-global-workshop,/Users/raiidahmed/Desktop/climate_tech_columbia_climate_nyc.csv,,"Register on CU Events 
                      
                                                              
                        
            The Ninth Global Workshop of the Agricultural Model Intercomparison and Improvement Project (AgMIP9) will be held at Columbia University in New York, NY, USA on June 26-30, 2023. The workshop will convene many scientists, stakeholders, and policy-makers with technical and expert knowledge to address one of the biggest challenges of our day: to enable agricultural transformation that enhances resilience to and mitigation of climate change and other impacts, while improving food and nutrition security and the wellbeing of rural communities worldwide.
Please click ""Register"" below to complete your registration and payment. 
      
                    
                    
                    
                    
                                        
                      Contact Information
                                              
            Erik Mencos
      
                                                                                          
            agmip@columbia.edu
      
                                                                
                    
                                              
                      
                        Register on CU Events"
Eldbjørg Hemsing," A frosty mid-summer program featuring super star Norwegian violinist-slash-Nordic-goddess Eldbjørg Hemsing exploring the epic mythology and fragile reality of her native land, contrasting the sunny expansiveness of Grieg's second Violin Sonata with a sweeping suite from Arctic, her acclaimed new album which paints the picture of a magnificent ecosystem threatened by climate change.",7/5/23 18:00,7/5/23 20:30," The Green-Wood Cemetery, 500 25th Street Brooklyn, NY 11232",NYC,https://www.eventbrite.com/e/arctic-tickets-598569717137,/Users/raiidahmed/Desktop/climate_tech_eventbrite_climate_nyc.csv,https://www.eventbrite.com/o/the-green-wood-historic-fund-1373401985,"Eldbjørg HemsingPresented in partnership with Death of ClassicalThe Long StoryWe can think of no better way to escape from the sticky, sweaty, dumpster-fire mess that is NYC in July, than by letting the superstar Norwegian violinist-slash-Nordic-goddess Eldbjørg Hemsing take us on a journey through her icy homeland.For this frosty mid-summer program, Hemsing explores the epic mythology and fragile reality of her native land, contrasting the sunny expansiveness of Grieg's second Violin Sonata with a sweeping suite from Arctic, her acclaimed new album which paints the picture of a magnificent ecosystem threatened by climate change.The Short StoryForget about the dog days of summer. Come chill in the Catacombs with us, as this flaxen-haired fiddler extraordinaire shows us a world at risk, and reminds us why we need to protect Earth's most precious natural resources before they vanish for good.For more information on this evening’s program and the performers, visit Death of Classical’s website. BEFORE PURCHASING YOUR TICKETS, PLEASE NOTE:Tickets: There is no need to print tickets! Attendees will be checked in by name. Where To Go: Check-in ONLY takes place at the Gothic Arch near the Main Entrance on Fifth Avenue and 25th Street (500 25th Street).Be On Time!: Check-in begins 15 minutes before your ticketed start time. We will start with a 45-minute reception at the Modern Chapel to enjoy a whiskey tasting and snacks (all free!), and the beauty of the Cemetery, before the program begins. Tasting is for those 21 years of age or older with proof of ID.For Your Comfort and Safety: The journey to and from the Catacombs takes approximately 20-30 minutes, which includes walking over hilly and uneven terrain; proper footwear is recommended. A trolley service to and from the site will be available.Refunds and exchanges: Ticket sales are final. No exchanges or refunds unless the event is canceled.COVID Policy: In accordance with New York State and CDC guidance, masks are optional. Attendees must follow ALL instructions and guidance from Cemetery staff and ambassadors.Feeling Sick? Stay home if you are feeling sick or running a fever.P﻿hoto Credit: Kevin Condon"
World Law Congress New York 2023,"A gathering of 250 high-level panelists to discuss human rights, new technologies, gender equality, antitrust, refugee crisis, judicial independence, democracy, freedom of speech, armed conflicts, energy, climate, education, legal tech, development, health law, anti-corruption and more",7/20/23 8:00,7/20/23 18:00,"42 West 44th Street New York, NY 10036",NYC,https://www.eventbrite.es/e/world-law-congress-new-york-2023-tickets-558912922597,/Users/raiidahmed/Desktop/climate_tech_eventbrite_climate_nyc.csv,https://www.eventbrite.es/o/world-jurist-association-33799434381,"Welcome to the World Law Congress New York 2023! The World Jurist Association, non-governmental organization in special consultative status with the United Nations ECOSOC, celebrates its 60th Anniversary in New York City.More than 250 global leaders, including heads of State, authorities, justices from international and national courts, policy makers, academics, lawyers, activists, students, and related professionals, will gather in New York on July 20, 2023 to discuss about human rights, new technologies, gender equality, antitrust, refugee crisis, judicial independence, democracy, freedom of speech, armed conflicts, energy, climate, education, legal tech, development, health law, anti-corruption  and more.N﻿ote: July 21, 2023 Closing Ceremony is By Invitation Only. Not included in this price."
Monthly overview of IRI's Global Seasonal Climate Forecasts and ENSO status and forecast,The International Research Institute for Climate and Society (IRI) presents its climate forecast briefing.,7/20/23 14:00,7/20/23 15:00,Online,Online,https://www.climate.columbia.edu/events/monthly-overview-iris-global-seasonal-climate-forecasts-and-enso-status-and-forecast-30,/Users/raiidahmed/Desktop/climate_tech_columbia_climate_nyc.csv,,"Events

          
            
                      Current and Upcoming
                  
        
        Monthly overview of IRI's Global Seasonal Climate Forecasts and ENSO status and forecast.

        

        
            
                
                    
                      Share
                    
                    
                      Add to Calendar:
                        
                                                        Calendar / Outlook
                                                        Google
                            Yahoo
                        
                    
                

                
                
                  
                    
                      
                      
                        July 20, 2023
                        2:00 PM - 3:00 PM
                                                America/New_York
                                                                                              
                    

                                        
                      
                      
                        
                          
                 Online 
      
                        

                                              
                    
                                      
                

                
                  
                                                                                  
                        
            The International Research Institute for Climate and Society (IRI) presents its climate forecast briefing. The IRI's seasonal, sub-seasonal and ENSO (El Niño Southern Oscillation) forecasts are discussed in this monthly briefing by IRI climate scientists Azhar Ehsan and Bohar Singh.
For more information, please see: https://iri.columbia.edu/our-expertise/climate/
      
                    
                    
                    
                    
                                        
                      Contact Information
                                              
            IRI Seminar
      
                                                                                          
            Seminar@iri.columbia.edu
      
                                                                
                    
                                                                  
                  

                                                        
                      AddThis Sharing ButtonsShare to FacebookFacebookShare to TwitterTwitterShare to LinkedInLinkedInShare to PrintPrint"
Monthly overview of IRI's Global Seasonal Climate Forecasts and ENSO status and forecast.,The International Research Institute for Climate and Society (IRI) presents its climate forecast briefing.,7/20/23 14:00,7/20/23 15:00,Online,Online,https://www.climate.columbia.edu/events/monthly-overview-iris-global-seasonal-climate-forecasts-and-enso-status-and-forecast-30,/Users/raiidahmed/Desktop/climate_tech_columbia_climate_nyc.csv,,
IRI's climate forecast briefing,Monthly overview of IRI's Global Seasonal Climate Forecasts and ENSO status and forecast.,8/17/23 14:00,8/17/23 15:00,Online,Online,https://www.climate.columbia.edu/events/monthly-overview-iris-global-seasonal-climate-forecasts-and-enso-status-and-forecast-31,/Users/raiidahmed/Desktop/climate_tech_columbia_climate_nyc.csv,,"The International Research Institute for Climate and Society (IRI) presents its climate forecast briefing. The IRI's seasonal, sub-seasonal and ENSO (El Niño Southern Oscillation) forecasts are discussed in this monthly briefing by IRI climate scientists Azhar Ehsan and Bohar Singh.
For more information, please see: https://iri.columbia.edu/our-expertise/climate/
      
                    
                    
                    
                    
                                        
                      Contact Information
                                              
            IRI Seminar
      
                                                                                          
            Seminar@iri.columbia.edu"
Climate Resiliency in Community Gardens,"Learn about design principles, green infrastructure, native plants, and other strategies to enhance climate resiliency in community gardens",8/26/23 1:00,8/26/23 3:00,"The Garden by the Bay, 4-80 Beach 43rd Street Queens, NY 11691",NYC,https://www.eventbrite.com/e/climate-resiliency-in-community-gardens-tickets-626526757397,/Users/raiidahmed/Desktop/climate_tech_eventbrite_climate_nyc.csv,https://www.eventbrite.com/o/nyc-parks-greenthumb-15679243764,"Climate change is one of the most pressing issues of our time. Learn about design principles, green infrastructure, native plants, and other strategies to enhance climate resiliency in community gardens facing changing seasonal temperatures and flooding. Learn about the role that community gardens play in addressing climate change through biodiversity and sustainable gardening practices. Garden by the Bay is the first TestBeds (testbeds.org) site, an initiative that reuses architectural prototypes in new community garden structures. Participants can explore their new structure: a combination of a greenhouse, community room, storage shed, and covered outdoor space, completed in September 2022.  T﻿his workshop is presented in partnership with the Urban Park Rangers.P﻿hoto by Desiree Rios/The New York Times"
