Event Name,Short Description,Start,End,Location,City,Relevance,Event URL,Extra1,Source CSV,organizer_link-href,full_description,Full_description
Open Garden NYC Tri-Boro Gardens Bike Tour,"Join GreenThumb for a guided 7 mile bike tour of community gardens in Long Island City, North Brooklyn, and the Lower East Side!",2023-06-04 11:00,2023-06-04 14:00,"Smiling Hogshead Ranch 25-30 Skillman Avenue Queens, NY 11101",New York,TRUE,https://www.eventbrite.com/e/open-garden-nyc-tri-boro-gardens-bike-tour-tickets-622069816567,,/Users/raiidahmed/PycharmProjects/CTC-Scraper-GPT-Live/CSV URL Data/climate_tech_eventbrite_climate_nyc.csv,https://www.eventbrite.com/o/nyc-parks-greenthumb-15679243764,"Join NYC Parks GreenThumb and Transportation Alternatives for a guided 7-mile tri-boro bike tour through Long Island City, North Brooklyn, and the Lower East Side as we visit GreenThumb community gardens and enjoy gorgeous waterfront views! Come see a mix of botanical spaces and food-producing gardens, all managed by volunteers who are dedicated to their neighborhoods. Learn about how these gardens were established by community members on formerly vacant lots and were transformed into beautiful spaces for community-building, health, climate resiliency, and habitat for pollinators.No bike? No problem! Citi Bikes will be available at no cost. Please make sure to bring a smartphone with the Citi Bike app downloaded on to your phone to access the bikes. Please arrive 15 minutes before so we can set you up with a bike.We'll be visiting these gardens on the tour:Starting Point at Smiling Hogshead Ranch: 25-30 Skillman Avenue, QueensO﻿live Street Garden: 25 Olive Street, BrooklynB﻿erry Street Garden: 303 Berry Street, Brooklyn9﻿th Street Community Garden & Park: 703 East 9th Street, ManhattanLa Plaza Cultural-Armando Perez:  674 East 9th Street, ManhattanE﻿l Jardin del Paraiso: 710 East 5th Street, Manhattan﻿6th annual Open Garden NYC, which will take place for two days on Saturday, June 3 and Sunday, June 4, 2023 (rain or shine) at community gardens across the city! For more information and to see all of the Open Garden NYC events, visit our website.",
Biosphere,"Billy (Mark Duplass) and Ray (Sterling K. Brown) are lifelong best friends, brothers from another mother–and the last two men on earth.",2023-06-13 20:00,2023-06-13 23:30,"Brooklyn Grange @ Sunset Park, 850 Third Ave Brooklyn, NY 11232",Brooklyn,FALSE,https://www.eventbrite.com/e/biosphere-tickets-630305840737,,/Users/raiidahmed/PycharmProjects/CTC-Scraper-GPT-Live/CSV URL Data/climate_tech_eventbrite_climate_nyc.csv,https://www.eventbrite.com/o/rooftop-films-8137730134,"Date: Tuesday, June 13thVenue: Brooklyn Grange @ Sunset ParkAddress: 850 Third Ave, Brooklyn, NY 112328:00 PM: Doors Open8:30 PM: Live Music9:00 PM: Film Begins10:45PM: Q&A11:00 PM: After PartyBiosphereMel Eslyn | US | 106 minsBilly (Mark Duplass) and Ray (Sterling K. Brown) are lifelong best friends, brothers from another mother– and the last two men on earth. Their survival is largely due to Ray, a brilliant scientist who designed a domed structure with all the systems necessary to sustain life on a planet that could no longer support it. Their custom biosphere is outfitted with basic necessities and creature comforts that make it possible to retain a sense of what life used to be like. A hydroponic garden provides fresh vegetables and a carefully managed fishpond supplies essential protein. Recently, however, fish have begun dying at an alarming rate. With a mere three fish remaining, Billy and Ray face an ominous future. But life may yet find a way.,Dr. Marcy Later has devoted her life to nuclear fusion, a long-proposed but never realized renewable energy solution for climate change. At a scientific conference in New Orleans with her two young children, she neglects her maternal and professional responsibilities by hanging out with a group of Furries, who are attending their own conference at the same hotel -- all while a major hurricane gathers strength offshore.Courtesy of IFC Films and AMC Networks. Screening presented as part of the Alfred P. Sloan Science on Screen® series...........................................NO REFUNDS. IN THE EVENT OF RAIN, SHOW WILL TAKE PLACE AT THE SAME LOCATION. NO ALCOHOL IS PERMITTED..........................................FAQsAre there ID requirements or an age limit to enter the event?Rooftop Films are open to all ages, but ID and proof of age is required for entry. You must be 21+ to attend the after party.Can I bring food and drinks?No outside alcoholic beverages are allowed. Feel free to bring snacks and non-alcoholic beverages!Do I need to wear a mask?Masks are encouraged while interacting with staff, but not required.Where will the screening take place at the Brooklyn Grange?This screening will be held indoors at Brooklyn Grange Sunset Park's rooftop event space, accessible to all via elevator. Check in will be outside the mall lobby on the south side of the building at 850 3rd Ave, next to the parking lot. How accessible is this venue?This venue is accessible to all via elevator. If you have any concerns, please email us at tickets@rooftopfilms.com or call at 718-417-7362 for more information.I am a Rooftop Films member. How do I use my member benefits?Upon joining as a member you received a unique member ticket code. Click on ""tickets"" on this page and then ""enter promo code"". Enter your unique member code and press ""apply"". Interested in becoming a member? Learn more here.What are my transport/parking options for getting to the event?If you choose to drive, some street parking is available in the area; we recommend allowing 15 extra minutes to find parking in case spaces are limited. Please note that the adjacent parking lot is reserved for mall shoppers only and is open until 9pm. For a full list of Rooftop Films venues and directions visit www.rooftopfilms.com/venuesDo I have to bring my printed ticket to the event?No need to bring your ticket! Just give your name / name of the ticket holder at the door for entry.",
"2023 6th Fest - ""Just Us"" - First Weekend","A collection of scenes, verbatim interviews, and other performance arts to tell the story of our planet and what we can do to save it",2023-06-01 19:00,2023-06-01 20:30,"The Gene Frankel Theatre, 24 Bond Street New York, NY 10001",New York,TRUE,https://www.eventbrite.com/e/2023-6th-fest-just-us-first-weekend-tickets-635600838217,,/Users/raiidahmed/PycharmProjects/CTC-Scraper-GPT-Live/CSV URL Data/climate_tech_eventbrite_climate_nyc.csv,https://www.eventbrite.com/o/the-sixth-festival-46517558393,"The third annual Sixth Fest presents its centerpiece production...JUST USa new play on climate changedirected by Mahayana Landowne and Nate Smithfeaturing scenes from around the countryand interviews from around the world90 minutes.About:Ever had a girlfriend have to leave because she's going to the other side of the world to watch over a bunker full of seeds? Or heard there was going to be a little rain and then had your roof cave in? Climate change puts us in a whole new world, literally. This performance of 7 scenes from outer space to under an elephant's backside and beyond, mixed with interviews from digruntled renewable energy experts and the youth we're waiting on to save everything will open your eyes, break your heart, and put you on your toes for what you can be doing at the most important moment in human history.Reviews:""Better than anything I ever wrote."" - Shakespeare""Lit."" - The Sun""This is actually happening?"" - one of the actors about a story in the play (the answer is ""yes."")About the Festival:Named after the sixth mass extinction event currently underway, the Sixth Fest has put on more than 40 events and productions in New York, Chicago, and online. From poetry to panels, pageants to protests, we are a fringe festival both in that we encourage people to create their own events, and that those events can be of whatever kind. For all life on earth.FIND OUT MORE ABOUT THE 2023 FESTIVALHAPPENING JUNE 1 - 11",
ALL WHITE YACHT PARTY CRUISE | New York City 2023 White Boat Party Series," 
Unwind from the week and relax on the water while you indulge on breathtaking views of Manhattan and the Statue of Liberty."," 
2023-05-27 21:30"," 
2023-05-28 02:00"," 
Pier 40 at Hudson River Park, 353 West Street New York, NY 10014"," 
New York"," 
FALSE.",https://www.eventbrite.com/e/all-white-yacht-party-cruise-new-york-city-2023-white-boat-party-series-tickets-615145967147,,/Users/raiidahmed/PycharmProjects/CTC-Scraper-GPT-Live/CSV URL Data/climate_tech_eventbrite_climate_nyc.csv,https://www.eventbrite.com/o/iclubnyc-1717273352,"WHITE BOAT PARTY 2023 SERIES YACHT PARTY CRUISE | New York CityNYC Manhattan waters to celebrate the weekend while enjoying the best views of New York City!Unwind from the week and relax on the water while you indulge on breathtaking views of Manhattan and the Statue of Liberty.While on board, be sure to check out our fully stocked bar! Order drinks straight to your table or at the bar!There are 3 floors including one outdoor deck for dancing underneath the moonlight.Your Cruise Experience Includes:Scenic 3-hour cruise of the NYC harbor;Captivating views of the Manhattan skyline including the Statue of Liberty, Brooklyn Bridge, Ellis Island, the Freedom Tower and more;Waitress Service Available ; Order Drinks directly to your table.VIP Bottle Service & Sections Available - rsvp@iclubnyc.comOpen-Air deck and a climate-controlled cabins;Live DJs playing all styles of Latin Music, Pop,HIP HOP  Top 40,  & more.Rain? No problem, there are two large indoor dance floors and indoor sitting areas!Food Available for Purchase.Great for Birthday Celebrations / bachelorette / bachelor / anniversary / graduations & more (Balloons & Cakes permitted - no other outside food allowed)VIP Ticket Includes Express Line Entry (and access to a VIP area if a VIP area is designated on a certain cruise)Contact us for more information & special reservations: rsvp@iclubnyc.comBoarding: 9:30 PMDeparture: 10:30 PMReturn: 2:00 AMRain or Shine21 & over with proper IDwww.iclubnyc.comFOLLOW US @ICLUBNYCMore events at www.iclubnyc.com",
Corporate Responsibility (CSR) in the Digital Age: KindLink US Launch,2 hours 30 minutes,2023-05-30 18:00,2023-05-30 20:30,"220 East 23rd Street New York, NY 10010",New York,FALSE,https://www.eventbrite.co.uk/e/corporate-responsibility-csr-in-the-digital-age-kindlink-us-launch-tickets-612556843007,,/Users/raiidahmed/PycharmProjects/CTC-Scraper-GPT-Live/CSV URL Data/climate_tech_eventbrite_climate_nyc.csv,https://www.eventbrite.co.uk/o/kindlink-12978179748,"Your social impact and sustainability programme is the best way to attract, keep and develop employees and clients. Make sure everybody knows about the difference you make in this new digital era.W﻿e are gathering a panel of industry specialists from the CSR, Non-profit, Sustainability, and technology space to talk about the digital transformation.Panellist 1: Brad A. Molotsky; Partner, Duane Morris - Real Estate, Energy, Environment and Sustainability GroupsPanellist 2: Santiago Meneses Ramírez; COO, Treeoma, Regenerating native tropical forest to solve the climate crisisPanellist 3: Iskren Kulev; KindLink, CEO, Technology for the sustainable businesses of tomorrow P﻿anellist 4: Susan Madon , CEO, Minerva NonProfit ManagementAgenda for the evening:6﻿pm-6.30pm - Arriving & Networking6﻿.30pm-7.15pm - Panel Discission7﻿.15pm-7.30pm - KindLink for CSR & Sustainability demo7﻿.30pm onwards - Networking & DrinksKindLink for Business is an online platform for CSR & Sustainability management and promotion. We help our clients increase employee engagement, consolidate community initiative management and data reporting while building their brand of a sustainable business. At the event we will do a quick demo and show how businesses can use KindLink to:Manage fundraising & match & payroll giving, volunteering, and grant managementShowcase the impact of their activities to their customers and future employeesReceive real impact updates they can use for employer branding and cause marketingWho should attend:Corporate Social Responsibility managersInternal Comms and HR managersInnovation and Transformation expertsAnyone who wants to start out a CSR programme for their companyN﻿ote: Attendees will be screened if they match the criteria above. Entry will be restricted to valid ticket holders only.",
Unbundling Uncovered USA 2023,Defining Best Practice in Research Procurement,2023-06-14 08:30,2023-06-14 18:30,"Metropolitan Club, 1 East 60th Street New York, NY 10022",New York,FALSE,https://www.eventbrite.co.uk/e/unbundling-uncovered-usa-2023-tickets-566115786557,,/Users/raiidahmed/PycharmProjects/CTC-Scraper-GPT-Live/CSV URL Data/climate_tech_eventbrite_climate_nyc.csv,https://www.eventbrite.co.uk/o/substantive-research-10950003202,"Defining Best Practice in Research ProcurementIn November 2022 over 400 attendees from the buy and sell side joined us in London to debate how the research market will react to the discontinuation of the SEC no action relief, how innovation and consolidation among research providers will change supply dynamics and how the increasingly data-driven investment functions will affect what is demanded from brokers and IRPs. On June 14th 2022 we will reunite the North American investment research industry at the Metropolitan Club, New York - panels will cover how the end of the SEC no action relief will now play out, where corporate access has levelled out post-lockdowns, how a volatile market climate is affecting the external research and data that asset managers need to consume, and how budgeting and valuation has evolved as a result. Attendance for confirmed buyside delegates is complimentary, and there are also a limited number of complimentary sellside places. Speakers include:A﻿lex Andronov - Global Head of Business Development, HSBCD﻿ouglas Christensen, Head of Capital Market Solutions, SS&C Tier1S﻿imon Edwards - Head of Business Development, BlueMatrixAmrish Ganatra - Chief Executive Officer, CommciseL﻿auren Giametta - Director, Research Management, BlackrockR﻿ebecka Grimsberg - Global Research Services Manager, Wellington ManagementR﻿obin Hodgkins - President, Castine LLCStuart Howard - Global Head of Research Relationships, InvescoH﻿owell Jackson - James S. Reid, Jr., Professor of Law, Harvard UniversityBrijesh Malkan, Chief Strategy Officer, SingletrackJoshua Maxey - CMO & Co-Founder, Third Bridge*Michael Mayhew - Chairman, Integrity Research AssociatesM﻿ike McCarthy - Head of Global Research Support, Fidelity Management & ResearchR﻿ob Mohan - Managing Director, Wellington ManagementSteve Moreno - Global Research Relationship Manager, Capital GroupL﻿auren Mullen, Executive Director and Assistant General Counsel, J.P. MorganMark Pellegrino - CEO, CorpAxeJohn E. Pflieger, Jr. - Global Head of External Research Services, T. Rowe PriceI﻿ndy Sarker - CEO, ANALECNeil Scarth - Principal, Frost ConsultingAniket Shah - Global Head of ESG and Sustainable Finance Research, JefferiesS﻿teve Stone - Partner, Morgan Lewis & Bockius LLP*T﻿BC",
"Billy Fleming, “Fire, Ice, and Ore”","Arctic Elements, Indigenous Resistance, and the Global Energy Transition",2023-06-22 19:00,2023-06-22 21:00,"e-flux, 172 Classon Avenue Brooklyn, NY 11205",Brooklyn,TRUE.,https://www.eventbrite.com/e/billy-fleming-fire-ice-and-ore-tickets-634990422447,,/Users/raiidahmed/PycharmProjects/CTC-Scraper-GPT-Live/CSV URL Data/climate_tech_eventbrite_climate_nyc.csv,https://www.eventbrite.com/o/e-flux-screening-room-21852381346,"e-flux Architecure presents “Fire, Ice, and Ore: Arctic Elements, Indigenous Resistance, and the Global Energy Transition,” a lecture by Billy Fleming at e-flux on Thursday, June 22 at 7pm.The struggle for climate justice is a generational project. Though it is often framed in abstract terms—warming scenarios, emissions pathways, integrated assessment models for damages, and fuel mixes in the grid—it is rarely experienced this way. Rather, the global energy transition and the broader struggle for climate justice are often understood—and thus won or lost—in materialist terms: through investments in the buildings, landscapes, public works, and built environment that stitch together everyday life for most people. This is the proposition at the core of Green New Dealers’ program—to transform how and where we live and relate to one other by tackling carbon emissions and inequality at once. But these forces extend well beyond the boundaries of a parcel of building envelope where designers typically engage with questions of climate action. The technologies at the core of the energy transition—solar photovoltaics, wind turbines, battery farms, data centers, and advanced nuclear power—all depend on a planetary supply matrix of rare earth elements and critical minerals. These pockets of exceedingly valuable ore tend to be developed in the Global South—and especially in the most remote locations of the Global South, where rules, laws, and norms can be suspended or ignored by multinational mining companies without the scrutiny of local or international press. The poles of this process—the mines and the end-use technological deployments—are linked through a network of waste disposal sites, manufacturing hubs, renewable energy deployment zones, and the various labor and logistical forces that make them all possible.  One of those poles rests in South Greenland’s Kvanefjeld Mine—an erstwhile uranium mine that was key to the Allies’ postwar nuclear energy and weapons programs, that was subsequently decommissioned after decades of anti-mining militancy by a local group of Inuit activists known as Urani? Naamik! (Uranium? No thanks!). But prospectors have since discovered that the mine is home to the world’s second-densest deposit of rare earth elements and critical minerals that, coupled with Greenland’s postcolonial relationship with Denmark, and the region has entered a state of suspended reality as interested parties wait for the Danish court system to rule on exploitation licenses for the site. This lecture will situate Greenland within the global energy transition and implicate its future in that of the Global North. Put another way, this lecture will ask what it means for resource communities like Narsaq, Greenland for the U.S. and other imperial powers to pursue the kind of resource-intensive energy transition that is now underway. “Fire, Ice, and Ore” is presented as part of e-flux Architecture Lectures, a monthly series inviting researchers and practitioners to discuss timely issues in contemporary architecture, theory, culture, and technology.Billy Fleming is the founding Wilks Family Director of the Ian L. McHarg Center for Urbanism and Ecology at the University of Pennsylvania’s Weitzman School of Design. He is a co-founder of the Climate + Community Project—a climate justice think tank dedicated to connecting movement demands and progressive legislators through applied research—and co-creator of the organization Data Refuge—an international initiative to secure critical environmental data at risk of erasure during the Trump Administration. His work includes the recent books A Blueprint for Coastal Adaptation with Carolyn Kousky and Alan Berger, and Design With Nature Now with Frederick Steiner, Richard Weller, and Karen M’Closkey. Billy’s writing and scholarship have appeared in Dissent, The Guardian, Washington Post, New York Times, Places Journal, and Journal of Architectural Education, among others. His current book project is titled Building Just, Post-Carbon Futures: Imagining and Implementing Climate Justice in America and is expected in 2024.For more information, contact program@e-flux.com.Accessibility					 –Two flights of stairs lead up to the building’s front entrance at 172 Classon Avenue.		  –For elevator access, please RSVP to program@e-flux.com. The building has a freight elevator which leads into the e-flux office space. Entrance to the elevator is nearest to 180 Classon Ave (a garage door). We have a ramp for the steps within the space.				   –e-flux has an ADA-compliant bathroom. There are no steps between the event space and this bathroom.",
THE #1 Latin Music Boat Party Yacht Cruise NYC, Dancing under the stars on the Hudson River! Indoor Stages & Open Air Dance Floors! Stunning views of the Statue of Liberty in NYC!, 2023-06-23 22:00,2023-06-24 02:00,"Pier 40 Hornblower Cruises & Events, 353 West New York, NY 10014",New York,FALSE,https://www.eventbrite.com/e/the-1-latin-music-boat-party-yacht-cruise-nyc-tickets-476190136517,,/Users/raiidahmed/PycharmProjects/CTC-Scraper-GPT-Live/CSV URL Data/climate_tech_eventbrite_climate_nyc.csv,https://www.eventbrite.com/o/iboatnyc-12316350145,"Vamos a bailar! It’s time to move your feet to the hottest beats on the water! Enjoy the best of Latin & Reggaeton music as we set sail around the Statue of Liberty!Unwind from the week and relax on the water while you indulge on breathtaking views of Manhattan on the floating nightclub!While on board, be sure to check out our fully stocked bar! Order drinks straight to your table or at the bar! Your Cruise Experience Includes:Scenic 3-hour cruise of the NYC harbor;Captivating views of the Manhattan skyline including the Statue of Liberty, Brooklyn Bridge, Ellis Island, the Freedom Tower and more;Waitress Service Available ; Order Drinks directly to your table.VIP Bottle Service & Sections Available - Call/text Allan (646)-263-4593 and/or email rsvp@iboatnyc.com for the Bottle Services Flyer & Packages.Open-Air deck and a climate-controlled cabins; 3 levels of music (Outdoor Floor of Music ;  Two Indoor Floors of Music)Live DJs playing all styles of Latin Music, Pop, Top 40, Oldies & more.Rain? No problem, there are two large  indoor dance floors and indoor sitting areas! Food Available for Purchase.Great for Birthday Celebrations / bachelorette / bachelor / anniversary / graduations & more (Balloons & Cakes permitted - no other outside food allowed)VIP Ticket Includes Express Line Entry (and access to a VIP area only if a VIP area is designated on a certain cruise)Free Street Parking Available around the Pier (it is relatively easy to find parking).  Pier 15 has parking garages for an average of $40.00 per vehicle. Pier 40 also serves as a large parking complex with an average rate of $40.00 per vehicle.The dress code is Dress to Impress: No hats | No Tims/boots | No joggers | No sweats | No basketball shortsContact us for more information & special reservations: rsvp@iboatnyc.com or call / text  Allan  (646) 263 -4593Dinner Menu Includes:""Wendy Style"" Fish n' Chips[ Fried Fish, Oven Roasted Potatoes, Sauteed String Beans & Baby Carrots]Wendy’s Famous Jerk Chicken[ Jamaican Jerk Chicken, Pasta Salad, Fried Plantains, Rice & Beans ]Italian Stallion Baked Ziti[ Baked Ziti, Oven Roasted Potatoes, Mixed Green Salad ]The Loaded Mediterranean Falafel Bowl[ Authentic Palestinian Falafels, Sauteed String Beans & Baby Carrots, Rice & Beans,  Mixed Green Salad ]Mix & Match + add more to your plate (at no extra cost) Buffet Style! - Wild Wild West Buffalo Wings- Blast to the Past Chicken Nuggets- All American Mac n Cheese- Deli Pasta Salad- Empanadas (Beef, Chicken, & Cheese)And our Famous Crust Nation Pizza powered by Tabel 87 	  Food Options may vary based on availablity.Event Information:Boarding: 10:00 PMDeparture: 10:30 PMReturn: 1:30 AMEnds: 2:00 AMRain or Shine21 & over with a physical ID (no photos of ID accepted)Did you enjoy your concert cruise experiences? Learn more about our partner Hudson-360.com, one of NYC's premier audio and visual production companies that offers event production & marketing services, audio and visual solutions and can book any artist for your next event.",
5/27 BOOZE CRUISE PARTY CRUISE| YACHT  Series MEMORIAL DAY WEEKEND,"Experience the #1 Cruise in Manhattan while enjoying breathtaking views of Manhattan and the Statue of Liberty. This 3-hour cruise features 3 levels of music, Latin, Pop, HIP HOP, Top 40 and more. There is also a fully stocked bar and food available for purchase. Balloons and cakes are permitted but no outside food allowed", 2023-05-27 22:00,2023-05-28 02:00,"Pier 40 at Hudson River Park, 353 West Street, New York, NY 10014",New York,FALSE,https://www.eventbrite.com/e/527-booze-cruise-party-cruise-yacht-series-memorial-day-weekend-tickets-513221959697,,/Users/raiidahmed/PycharmProjects/CTC-Scraper-GPT-Live/CSV URL Data/climate_tech_eventbrite_climate_nyc.csv,https://www.eventbrite.com/o/iclubnyc-1717273352,"Get aboard the #1 Cruise on Manhattan waters to celebrate the weekend while enjoying the best views of New York City!Unwind from the week and relax on the water while you indulge on breathtaking views of Manhattan and the Statue of Liberty.While on board, be sure to check out our fully stocked bar! Order drinks straight to your table or at the bar!There are 3 floors including one outdoor deck for dancing underneath the moonlight.Your Cruise Experience Includes:Scenic 3-hour cruise of the NYC harbor;Captivating views of the Manhattan skyline including the Statue of Liberty, Brooklyn Bridge, Ellis Island, the Freedom Tower and more;Waitress Service Available ; Order Drinks directly to your table.VIP Bottle Service & Sections Available - rsvp@iclubnyc.comOpen-Air deck and a climate-controlled cabins;3 levels of music (Outdoor Floor of Music ; Two Indoor Floors of Music)Live DJs playing all styles of Latin Music, Pop,HIP HOP  Top 40,& more.Rain? No problem, there are two large indoor dance floors and indoor sitting areas!Food Available for Purchase.Great for Birthday Celebrations / bachelorette / bachelor / anniversary / graduations & more (Balloons & Cakes permitted - no other outside food allowed)VIP Ticket Includes Express Line Entry (and access to a VIP area if a VIP area is designated on a certain cruise)The dress code is ""trendy"".Contact us for more information & special reservations: rsvp@iclubnyc.comBoarding: 10:00 PMDeparture: 10:30 PMReturn: 1:30 AMEnds: 2:00 AMRain or Shine21 & over with proper IDMore events at www.iclubnyc.com",
YPE NYC June Happy Hour + Trivia,An in-person happy hour and trivia event for professionals in the energy industry,2023-06-14 18:30,2023-06-14 21:00,"80 W 3rd St New York, NY 10012",New York,FALSE,https://www.eventbrite.com/e/ype-nyc-june-happy-hour-trivia-tickets-630880820517,,/Users/raiidahmed/PycharmProjects/CTC-Scraper-GPT-Live/CSV URL Data/climate_tech_eventbrite_climate_nyc.csv,https://www.eventbrite.com/o/ype-nyc-15343588510,"YPE NYC is hosting a happy hour! Please join YPE NYC and the energy community for an evening of networking. We will be gathering at Amity Hall Downtown  in their downstairs space. Come grab a drink with us and discuss the latest in the NYC energy world with professionals from the utility, power, energy finance, law, and policy community. F﻿irst-timers welcome! Trivia: A﻿t 7:30pm, the bar opens for trivia. Form your team (6 max) and participate in trivia, or keep your conversation going in the upstairs bar!  If you plan to play, please advise as such on your ticket form.We hope you can join us!_______________________________________________________If you are able, please consider making a donation to YPE NYC. Every little bit helps! Your donation helps support our events, educational webinars, networking opportunities, and mentorship and volunteer programs.You can make a donation here.",
Hip-Hop Vs Caribbean Sunset Yacht Party,An evening of Hip-Hop Vs Caribbean on the Beautiful Cabana Yacht in NYC,2023-07-02 18:00,2023-07-02 22:00,"2430 FDR Drive Service RD E New York, NY 10010",New York,FALSE,https://www.eventbrite.com/e/hip-hop-vs-caribbean-sunset-yacht-party-tickets-557842520997,,/Users/raiidahmed/PycharmProjects/CTC-Scraper-GPT-Live/CSV URL Data/climate_tech_eventbrite_climate_nyc.csv,https://www.eventbrite.com/o/capital-events-marketing-group-9769672320,"**** YACHT WILL BE SAILING OUT AT 6:30PM! ****The Official  Hip-Hop Vs. Caribbean ®Cruise Summer  Yacht party at Skyport Marina Cabana Yacht located at 2430 FDR Dr, New York, NY 10010. Join us at the Hottest Hip-Hop vs. Caribbean  Sunset Cruise Yacht Party in with NYC Hottests Djs while enjoying views of the Manhattan Cities Skyline!Tickets Are on Sale nowWhat You'll GetCustomers can arrive by 5:45 p.m. for check-in with yachtBottle service AvailableThe yacht will be sailing. Boarding 5:45pm, Sail 6:30pm. The Yacht returns to Marina at 9:45pm. Please arrive early so you don't miss the Yacht. No Refunds if you miss it!ID is a Must. Drinks Bar onboard. 2 Floors of music with climate-controlled Main Floor & Upper Deck!Temperature readings upon entry so we can create a safe haven for our attendees!For more ticket information on   Afrobeats vs. Caribbean Party Cabana Yacht Cruise call/ or text 646-623-6619**** YACHT WILL BE SAILING OUT AT 6:30PM! ****",
World Law Congress New York 2023,The World Law Congress New York 2023 will gather +250 high-level panelists from around the world in a single day,2023-07-20 08:00,2023-07-20 18:00,"42 West 44th Street New York, NY 10036",New York,TRUE,https://www.eventbrite.es/e/world-law-congress-new-york-2023-tickets-558912922597,,/Users/raiidahmed/PycharmProjects/CTC-Scraper-GPT-Live/CSV URL Data/climate_tech_eventbrite_climate_nyc.csv,https://www.eventbrite.es/o/world-jurist-association-33799434381,"Welcome to the World Law Congress New York 2023! The World Jurist Association, non-governmental organization in special consultative status with the United Nations ECOSOC, celebrates its 60th Anniversary in New York City.More than 250 global leaders, including heads of State, authorities, justices from international and national courts, policy makers, academics, lawyers, activists, students, and related professionals, will gather in New York on July 20, 2023 to discuss about human rights, new technologies, gender equality, antitrust, refugee crisis, judicial independence, democracy, freedom of speech, armed conflicts, energy, climate, education, legal tech, development, health law, anti-corruption  and more.N﻿ote: July 21, 2023 Closing Ceremony is By Invitation Only. Not included in this price.",
GOOD BUNNY Tribute Yacht Party - LA CORRIENTE  Cruise,Unleash your inner under the stars on the Hudson River! Open-air Stages & Dance Floors!  Last event completely Sold Out!,2023-05-28 22:00,2023-05-29 02:00,Pier 40 Hornblower Cruises & Events,New York,FALSE,https://www.eventbrite.com/e/good-bunny-tribute-yacht-party-la-corriente-cruise-tickets-558944567247,,/Users/raiidahmed/PycharmProjects/CTC-Scraper-GPT-Live/CSV URL Data/climate_tech_eventbrite_climate_nyc.csv,https://www.eventbrite.com/o/iboatnyc-12316350145,"It's time to turn up the volume and pay homage to the reggaeton king! 👑 Vamos a perrear en el mar! Get ready for a lit night of beats, perreo and vibes La Corriente Style this Memorial Day Sunday!The artist  is NOT attending this event - it's a tribute night to celebrate his music! Your Cruise Experience Includes:Scenic 3-hour cruise of the NYC harbor;Captivating views of the Manhattan skyline including the Statue of Liberty, Brooklyn Bridge, Ellis Island, the Freedom Tower and more;Waitress Service Available ; Order Drinks directly to your table.VIP Bottle Service & Sections Available - Call/text Allan (646)-263-4593 and/or email rsvp@iboatnyc.com for the Bottle Services Flyer & Packages.Open-Air deck and a climate-controlled cabins. 3 levels of music (Outdoor Floor of Music ; Two Indoor Floors of Music).Live DJs playing all styles of Latin Music, Pop, Top 40, Oldies & more.Rain? No problem, there are two large  indoor dance floors and indoor sitting areas! Food Available for Purchase. The purchase of the GROUP VIP Champagne Dinner Tickets guarantees reserved seating (Groups of 10 or more).Great for Birthday Celebrations / bachelorette / bachelor / anniversary / graduations & more (Balloons & Cakes permitted - no other outside food allowed). Birthday and Special occasion flyers available as  add-ons in the ticket section!Dedicated Party Photography Services Available (more details in the add-ons ticket section).VIP Ticket Includes Express Line Entry.Free Street Parking Available around the Pier (it is relatively easy to find parking).  Pier 15 has parking garages for an average of $40.00 per vehicle. Pier 40 also serves as a large parking complex with an average rate of $40.00 per vehicle.The dress code is Dress to Impress: No hats | No Tims/boots | No joggers | No sweats | No basketball shorts. Contact us for more information & special reservations: rsvp@iboatnyc.com or call / text  Allan  (646) 263 -4593Dinner Menu Includes:- ""Wendy Style"" Fish n' Chips[ Fried Fish, Oven Roasted Potatoes, Sauteed String Beans & Baby Carrots ]- Wendy’s Famous Jerk Chicken[ Jamaican Jerk Chicken, Pasta Salad, Fried Plantains, Rice & Beans ] - Italian Stallion Baked Ziti[ Baked Ziti, Oven Roasted Potatoes, Mixed Green Salad ] - The Loaded Mediterranean Falafel Bowl[ Authentic Palestinian Falafels, Sauteed String Beans & Baby Carrots, Rice & Beans,  Mixed Green Salad ]Mix & Match + add more to your plate (at no extra cost 😉)! Buffet Style! - Wild Wild West Buffalo Wings- Blast to the Past Chicken Nuggets- All American Mac n Cheese- Deli Pasta Salad- Empanadas (Beef, Chicken, & Cheese)+ our Famous Crust Nation Pizza powered by Table 87Event Information:Location: PIER 40Boarding: 10PMDeparture: 10:30 PMReturn: 1.30 AMEnds: 2 AMRain or Shine21 & over with proper ID (no pictures of ID accepted)Did you enjoy your concert cruise experiences? Learn more about our partner Hudson-360.com, one of NYC's premier audio and visual production companies that offers event production & marketing services, audio and visual solutions and can book any artist for your next event.MENUS:",
